"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"202","50","Vermont",294505,4783,14711,1517,39726,2485,46295,3493,45428,2460,42141,2940,22290,1935,35364,2539,7223,1085,8865,1319,18347,1497,9983,1378,4132,770,2014
"203","51","Virginia",3886282,18776,84701,4918,313512,9535,471672,12580,590811,10700,582450,11424,259913,8600,537947,10580,128887,6046,162741,6710,352811,10403,275424,8638,125413,4780,2014
"204","53","Washington",3128904,17809,91908,4839,287273,8860,411210,11933,469992,11983,450123,12577,207826,7330,430593,11757,106432,4834,130771,5792,257908,7655,199353,6660,85515,5044,2014
"205","54","West Virginia",713804,9438,29244,3181,79659,4479,103893,4931,118197,6376,101080,4830,39736,3081,80772,4578,18463,2321,21324,2260,55565,3587,40686,2779,25185,2728,2014
"206","55","Wisconsin",2752737,12405,128675,5098,379174,7617,459003,7940,446747,8854,404231,8632,187561,5916,297845,6913,74062,3298,90049,4098,154045,4570,86007,4316,45338,2515,2014
"207","56","Wyoming",281985,4759,22515,2483,65407,4485,63859,3899,46135,3926,24028,3187,8048,1765,19099,2446,2619,773,3417,852,9798,1634,9721,1818,7339,1387,2014
"208","72","Puerto Rico",991596,12112,20079,2923,68785,4348,112822,5637,147790,6957,135480,5868,50680,3696,171736,7755,22052,2593,49230,4324,82965,5403,91418,5474,38559,3855,2014
"209","01","Alabama",1947966,14926,50688,4091,181551,8643,284878,8900,325339,9998,305660,8438,130718,6162,290935,10486,53685,4102,56730,4302,149762,6892,83480,5161,34540,3260,2015
"210","02","Alaska",346980,5415,26950,1864,60959,3576,68381,4284,64398,3617,51094,3063,15563,2596,23620,2704,4173,1149,5580,1564,9641,1345,9710,1035,6911,1364,2015
"211","04","Arizona",2740046,18153,69539,4132,267312,10028,364314,9928,425639,11532,430443,10348,198237,7551,399111,11075,80628,4715,112007,5367,214878,8781,127863,6532,50075,3962,2015
"212","05","Arkansas",1214918,11919,59164,3801,168778,7554,214394,7232,206649,7264,175476,6880,63758,4556,136914,6738,22561,2592,30462,2995,68522,4159,43068,3256,25172,2782,2015
"213","06","California",16663807,46995,300341,10358,1302247,20354,2078416,25857,2514140,29539,2411123,30183,975048,17937,2514753,28124,431268,10138,702273,14102,1463338,20130,1335836,17401,635024,14988,2015
"214","08","Colorado",2545464,17944,73447,4889,245566,8159,340907,9071,407663,9124,393424,10252,175209,6934,345632,9248,77840,4152,96957,5752,202947,5853,132789,5497,53083,3710,2015
"215","09","Connecticut",1688242,12089,40494,3404,162289,6404,248347,7890,268013,8554,256969,7310,108624,4864,215769,8294,49819,3650,63412,4568,119757,6606,97671,5300,57078,3357,2015
"216","10","Delaware",420305,6516,9111,1360,36911,3167,62692,4276,68105,4586,72459,4040,28069,2799,55668,3872,8451,1578,14408,2006,30366,3135,21983,2743,12082,2001,2015
"217","11","District of Columbia",336621,4813,4645,1347,14107,1939,25834,2559,39346,3786,53919,3780,24702,2390,67939,4436,17632,2199,20134,2415,40750,3166,21720,2731,5893,1378,2015
"218","12","Florida",8386795,35312,142995,6085,610328,15558,1005068,19638,1282463,22313,1377747,21697,543951,14273,1419995,21450,263601,10688,333313,9702,744054,16130,471383,13293,191897,7226,2015
"219","13","Georgia",4323275,20090,98835,6559,332772,11834,546563,13972,668777,13860,631447,14495,265759,9209,629055,13932,138094,6822,163882,8254,404634,11697,316906,10255,126551,7960,2015
"220","15","Hawaii",672298,6844,14944,2127,60801,4094,84325,4809,97436,4485,94411,5370,32216,3107,113143,5025,16585,2256,27824,2637,60766,4179,52888,3497,16959,1866,2015
"221","16","Idaho",689674,8385,40439,3402,111229,6157,125184,6107,116274,5610,97244,5214,38925,3786,63534,4383,12118,2043,17124,2545,36175,3447,20585,2789,10843,1771,2015
"222","17","Illinois",5826394,24198,156545,6955,540715,10439,703477,11818,767737,13371,744225,13410,352600,8671,786406,13409,191970,7300,288354,7971,600910,10744,515251,10150,178204,7333,2015
"223","18","Indiana",2954422,16121,104067,5087,351674,10063,444511,10131,506586,10110,448393,9681,206213,7607,346841,8979,86552,4941,96771,4525,191963,6400,118318,5757,52533,3959,2015
"224","19","Iowa",1510580,10929,107730,4241,261650,7864,277561,7739,259731,7126,211828,6782,88067,4324,136528,5887,28392,2471,30359,2477,54767,3092,34239,2905,19728,1719,2015
"225","20","Kansas",1354489,11318,88893,3565,228067,5776,249712,7008,236228,7089,192909,5774,75805,3587,129222,5412,27256,2108,29170,3164,52312,3821,29837,2527,15078,1931,2015
"226","21","Kentucky",1838811,14472,71981,4378,205766,7039,280394,8315,314976,9036,284383,8993,121672,6487,232252,6028,55239,3529,57737,3747,111507,5677,65961,3741,36943,3204,2015
"227","22","Louisiana",1957477,14902,65476,4774,208813,8617,284270,8215,336100,9282,303670,8628,110685,6286,274301,8790,44819,3493,46874,4251,128080,6031,96114,5647,58275,4325,2015
"228","23","Maine",599783,7894,28229,2391,75261,4412,92802,4376,97015,4182,79957,4358,38489,3092,66097,3679,17006,1926,21003,2167,46037,3782,24115,1951,13772,1394,2015
"229","24","Maryland",2869306,15517,48309,4136,166134,6862,289962,8257,343768,9328,364241,9610,170686,5638,431812,9529,105984,4923,154549,6613,356384,11333,311082,9939,126395,5404,2015
"230","25","Massachusetts",3286508,17616,84798,5024,272421,9275,394256,9075,429697,11246,414244,10812,182311,6918,472821,12467,103707,4776,158278,6234,346982,8465,314284,10515,112709,5196,2015
"231","26","Michigan",4261636,18549,132817,4996,455311,9118,633457,11709,688629,11671,652352,11544,294744,7394,528005,11255,136686,5039,163477,6176,318169,8913,179323,5917,78666,4170,2015
"232","27","Minnesota",2703648,10715,102429,4150,330703,8418,396125,9224,424063,8156,400829,8867,190551,5786,343132,8075,85435,4002,102821,4190,183026,6382,100092,3986,44442,2547,2015
"233","28","Mississippi",1168792,9614,37247,2915,130668,6304,186980,7731,196113,8440,173127,6626,69553,4899,158280,6988,29116,2653,36326,3345,71078,4437,49543,4156,30761,3231,2015
"234","29","Missouri",2716357,17361,91062,4450,313355,10417,400314,11550,439337,8874,413212,9135,188133,5921,366178,10176,78680,4470,92681,4659,190064,6712,95749,4362,47592,4257,2015
"235","30","Montana",454934,6707,33451,2922,81488,3659,99900,4813,93214,4350,56640,3734,15987,2034,32195,2663,5086,956,5780,926,13522,1421,10516,1519,7155,1090,2015
"236","31","Nebraska",935676,7716,59815,3202,161465,5559,174921,6111,171784,5102,136760,4959,54630,3080,85936,3845,14296,1663,17263,1530,31212,2106,18082,1819,9512,1251,2015
"237","32","Nevada",1266883,11582,26345,2940,102008,5569,160031,6895,216043,9111,240621,8089,105445,4644,222800,7310,30033,2650,39803,4031,59112,4429,37584,3301,27058,2650,2015
"238","33","New Hampshire",650890,7855,21884,2406,69651,3815,92294,5826,86021,5080,90767,4774,37919,2856,79494,4449,19555,2369,28034,2381,54959,4033,47294,3405,23018,2330,2015
"239","34","New Jersey",4110129,20599,85078,4700,308882,9443,493244,13437,514973,12716,549669,12130,262469,7761,557772,15209,126394,5410,192636,6840,392475,10834,414556,9188,211981,6409,2015
"240","35","New Mexico",835084,12365,28809,2811,110216,5180,148328,7014,156544,6939,125906,6293,43269,3113,100030,6997,15548,1824,21061,2558,43901,3701,25874,2636,15598,1863,2015
"241","36","New York",8908793,31414,199067,7871,654972,14479,934323,15643,1023635,16610,1102726,17378,474545,14247,1253115,19193,261785,9570,460414,12801,964983,16564,1083210,17332,496018,12028,2015
"242","37","North Carolina",4297256,20108,124982,6731,412518,11353,640785,13762,756106,14776,665649,13514,302748,9884,570786,15206,131059,6590,137934,6578,301624,9580,167692,6837,85373,5265,2015
"243","38","North Dakota",386062,4674,33060,2176,85383,3863,83273,4550,78030,4808,42271,3968,12268,1571,18795,2075,3112,745,4641,807,8843,1210,9363,1377,7023,1553,2015
"244","39","Ohio",5181015,21715,182076,7167,569616,11292,752872,13254,851208,14089,820607,14068,414350,11014,651134,10857,172916,6543,188118,6969,318938,9104,173426,6421,85754,4170,2015
"245","40","Oklahoma",1674574,10551,70686,3963,228526,7344,279977,6892,292753,8456,262233,7440,100673,3744,205684,6678,40178,3031,38117,2258,81783,4097,46613,2636,27351,2933,2015
"246","41","Oregon",1723222,12928,66298,4456,202684,6773,276587,9381,274125,7901,248264,6493,114077,5955,205454,7077,43702,3286,65872,5122,118792,5375,75636,4920,31731,2712,2015
"247","42","Pennsylvania",5725579,23250,183918,6356,570032,11813,772686,14991,821429,12644,813412,14229,374231,9698,751070,13804,186290,6460,227033,6549,497075,10926,362556,8221,165847,5349,2015
"248","44","Rhode Island",492895,7215,12950,2093,52315,4083,72702,4195,76104,4907,83496,4561,34321,3268,60019,4427,14562,1815,19150,2526,32016,3081,21231,3200,14029,1856,2015
"249","45","South Carolina",2064668,18269,67258,4289,191743,8824,294879,9115,343408,10524,324245,9336,144934,6015,296640,8854,67596,4631,67396,4766,152584,6371,80258,4457,33727,2739,2015
"250","46","South Dakota",405898,5653,33395,2508,83393,3626,81327,4409,80156,4687,50756,3145,17324,2107,25385,2470,3604,731,5623,1064,12388,1372,7437,1059,5110,1023,2015
"251","47","Tennessee",2842657,18304,77013,4692,270275,9306,389884,10294,467287,12829,463077,11507,197646,7653,391942,12729,84137,5048,100746,6048,219331,6798,132539,6400,48780,4073,2015
"252","48","Texas",12007770,38610,308946,9468,1153931,21484,1640772,28082,1870081,23104,1728829,23909,673328,13991,1815612,22839,329230,10134,451811,16080,1031090,18935,721112,14397,283028,9868,2015
"253","49","Utah",1317600,12435,55493,3568,174445,6649,222057,7296,232589,8157,215982,8439,84155,4731,145805,5378,27205,2095,30571,2931,70595,4141,39091,3495,19612,2429,2015
"254","50","Vermont",300782,4273,15881,1618,37695,2857,46951,3128,47529,2426,43315,2845,18803,1826,33448,2365,9973,1322,9594,1341,20369,1746,11997,1296,5227,1128,2015
"255","51","Virginia",3925375,16547,87369,5104,307946,8939,473808,10328,588334,12565,579770,12139,264369,7927,554432,12006,133468,5327,163375,5949,364320,9598,291203,7811,116981,6073,2015
"256","53","Washington",3180512,17074,89610,4463,300238,7841,410198,11119,489137,12414,456816,11185,205951,7716,420575,12527,102952,4579,135920,6750,262835,7493,212394,7992,93886,4750,2015
"257","54","West Virginia",698251,8618,26703,2320,85113,4162,104709,5256,107228,5134,99792,4460,43130,3629,78525,4627,18997,2292,18884,2083,52000,3706,39375,2686,23795,2360,2015
"258","55","Wisconsin",2793052,11565,120800,4143,384878,8508,474764,9460,458674,9999,403507,9561,190109,5686,302233,7535,78041,3564,86355,3020,162202,4980,86740,3465,44749,2685,2015
"259","56","Wyoming",277027,5057,25958,2858,59887,3980,66044,4091,45672,3714,24433,3195,6051,1506,15018,1867,3437,1104,3367,987,9059,1626,8507,1416,9594,1802,2015
"260","72","Puerto Rico",977129,11447,21079,2961,65563,4228,118066,6681,145177,6659,136944,6753,44928,3420,161658,7439,20796,2796,47476,3675,86100,5303,94751,5874,34591,3074,2015
