"","Notes","State","State.Code","Year","Year.Code","Month","Month.Code","Deaths","Population","Crude.Rate"
"1","","Alabama",1,1999,1999,"Jan., 1999","1999/01",4136,"Not Applicable","Not Applicable"
"2","","Alabama",1,1999,1999,"Feb., 1999","1999/02",3631,"Not Applicable","Not Applicable"
"3","","Alabama",1,1999,1999,"Mar., 1999","1999/03",4409,"Not Applicable","Not Applicable"
"4","","Alabama",1,1999,1999,"Apr., 1999","1999/04",3805,"Not Applicable","Not Applicable"
"5","","Alabama",1,1999,1999,"May, 1999","1999/05",3649,"Not Applicable","Not Applicable"
"6","","Alabama",1,1999,1999,"Jun., 1999","1999/06",3389,"Not Applicable","Not Applicable"
"7","","Alabama",1,1999,1999,"Jul., 1999","1999/07",3469,"Not Applicable","Not Applicable"
"8","","Alabama",1,1999,1999,"Aug., 1999","1999/08",3480,"Not Applicable","Not Applicable"
"9","","Alabama",1,1999,1999,"Sep., 1999","1999/09",3450,"Not Applicable","Not Applicable"
"10","","Alabama",1,1999,1999,"Oct., 1999","1999/10",3541,"Not Applicable","Not Applicable"
"11","","Alabama",1,1999,1999,"Nov., 1999","1999/11",3593,"Not Applicable","Not Applicable"
"12","","Alabama",1,1999,1999,"Dec., 1999","1999/12",4254,"Not Applicable","Not Applicable"
"13","Total","Alabama",1,1999,1999,"","",44806,"Not Applicable","Not Applicable"
"14","","Alabama",1,2000,2000,"Jan., 2000","2000/01",4782,"Not Applicable","Not Applicable"
"15","","Alabama",1,2000,2000,"Feb., 2000","2000/02",3932,"Not Applicable","Not Applicable"
"16","","Alabama",1,2000,2000,"Mar., 2000","2000/03",3736,"Not Applicable","Not Applicable"
"17","","Alabama",1,2000,2000,"Apr., 2000","2000/04",3513,"Not Applicable","Not Applicable"
"18","","Alabama",1,2000,2000,"May, 2000","2000/05",3629,"Not Applicable","Not Applicable"
"19","","Alabama",1,2000,2000,"Jun., 2000","2000/06",3480,"Not Applicable","Not Applicable"
"20","","Alabama",1,2000,2000,"Jul., 2000","2000/07",3551,"Not Applicable","Not Applicable"
"21","","Alabama",1,2000,2000,"Aug., 2000","2000/08",3640,"Not Applicable","Not Applicable"
"22","","Alabama",1,2000,2000,"Sep., 2000","2000/09",3500,"Not Applicable","Not Applicable"
"23","","Alabama",1,2000,2000,"Oct., 2000","2000/10",3704,"Not Applicable","Not Applicable"
"24","","Alabama",1,2000,2000,"Nov., 2000","2000/11",3514,"Not Applicable","Not Applicable"
"25","","Alabama",1,2000,2000,"Dec., 2000","2000/12",4081,"Not Applicable","Not Applicable"
"26","Total","Alabama",1,2000,2000,"","",45062,"Not Applicable","Not Applicable"
"27","","Alabama",1,2001,2001,"Jan., 2001","2001/01",4289,"Not Applicable","Not Applicable"
"28","","Alabama",1,2001,2001,"Feb., 2001","2001/02",3706,"Not Applicable","Not Applicable"
"29","","Alabama",1,2001,2001,"Mar., 2001","2001/03",4057,"Not Applicable","Not Applicable"
"30","","Alabama",1,2001,2001,"Apr., 2001","2001/04",3734,"Not Applicable","Not Applicable"
"31","","Alabama",1,2001,2001,"May, 2001","2001/05",3789,"Not Applicable","Not Applicable"
"32","","Alabama",1,2001,2001,"Jun., 2001","2001/06",3576,"Not Applicable","Not Applicable"
"33","","Alabama",1,2001,2001,"Jul., 2001","2001/07",3572,"Not Applicable","Not Applicable"
"34","","Alabama",1,2001,2001,"Aug., 2001","2001/08",3505,"Not Applicable","Not Applicable"
"35","","Alabama",1,2001,2001,"Sep., 2001","2001/09",3612,"Not Applicable","Not Applicable"
"36","","Alabama",1,2001,2001,"Oct., 2001","2001/10",3794,"Not Applicable","Not Applicable"
"37","","Alabama",1,2001,2001,"Nov., 2001","2001/11",3765,"Not Applicable","Not Applicable"
"38","","Alabama",1,2001,2001,"Dec., 2001","2001/12",3917,"Not Applicable","Not Applicable"
"39","Total","Alabama",1,2001,2001,"","",45316,"Not Applicable","Not Applicable"
"40","","Alabama",1,2002,2002,"Jan., 2002","2002/01",4301,"Not Applicable","Not Applicable"
"41","","Alabama",1,2002,2002,"Feb., 2002","2002/02",4035,"Not Applicable","Not Applicable"
"42","","Alabama",1,2002,2002,"Mar., 2002","2002/03",4401,"Not Applicable","Not Applicable"
"43","","Alabama",1,2002,2002,"Apr., 2002","2002/04",3631,"Not Applicable","Not Applicable"
"44","","Alabama",1,2002,2002,"May, 2002","2002/05",3755,"Not Applicable","Not Applicable"
"45","","Alabama",1,2002,2002,"Jun., 2002","2002/06",3497,"Not Applicable","Not Applicable"
"46","","Alabama",1,2002,2002,"Jul., 2002","2002/07",3649,"Not Applicable","Not Applicable"
"47","","Alabama",1,2002,2002,"Aug., 2002","2002/08",3516,"Not Applicable","Not Applicable"
"48","","Alabama",1,2002,2002,"Sep., 2002","2002/09",3544,"Not Applicable","Not Applicable"
"49","","Alabama",1,2002,2002,"Oct., 2002","2002/10",3617,"Not Applicable","Not Applicable"
"50","","Alabama",1,2002,2002,"Nov., 2002","2002/11",3898,"Not Applicable","Not Applicable"
"51","","Alabama",1,2002,2002,"Dec., 2002","2002/12",4225,"Not Applicable","Not Applicable"
"52","Total","Alabama",1,2002,2002,"","",46069,"Not Applicable","Not Applicable"
"53","","Alabama",1,2003,2003,"Jan., 2003","2003/01",4228,"Not Applicable","Not Applicable"
"54","","Alabama",1,2003,2003,"Feb., 2003","2003/02",3984,"Not Applicable","Not Applicable"
"55","","Alabama",1,2003,2003,"Mar., 2003","2003/03",4063,"Not Applicable","Not Applicable"
"56","","Alabama",1,2003,2003,"Apr., 2003","2003/04",3780,"Not Applicable","Not Applicable"
"57","","Alabama",1,2003,2003,"May, 2003","2003/05",3743,"Not Applicable","Not Applicable"
"58","","Alabama",1,2003,2003,"Jun., 2003","2003/06",3620,"Not Applicable","Not Applicable"
"59","","Alabama",1,2003,2003,"Jul., 2003","2003/07",3645,"Not Applicable","Not Applicable"
"60","","Alabama",1,2003,2003,"Aug., 2003","2003/08",3682,"Not Applicable","Not Applicable"
"61","","Alabama",1,2003,2003,"Sep., 2003","2003/09",3580,"Not Applicable","Not Applicable"
"62","","Alabama",1,2003,2003,"Oct., 2003","2003/10",3709,"Not Applicable","Not Applicable"
"63","","Alabama",1,2003,2003,"Nov., 2003","2003/11",3783,"Not Applicable","Not Applicable"
"64","","Alabama",1,2003,2003,"Dec., 2003","2003/12",4899,"Not Applicable","Not Applicable"
"65","Total","Alabama",1,2003,2003,"","",46716,"Not Applicable","Not Applicable"
"66","","Alabama",1,2004,2004,"Jan., 2004","2004/01",4504,"Not Applicable","Not Applicable"
"67","","Alabama",1,2004,2004,"Feb., 2004","2004/02",3949,"Not Applicable","Not Applicable"
"68","","Alabama",1,2004,2004,"Mar., 2004","2004/03",4069,"Not Applicable","Not Applicable"
"69","","Alabama",1,2004,2004,"Apr., 2004","2004/04",3756,"Not Applicable","Not Applicable"
"70","","Alabama",1,2004,2004,"May, 2004","2004/05",3812,"Not Applicable","Not Applicable"
"71","","Alabama",1,2004,2004,"Jun., 2004","2004/06",3521,"Not Applicable","Not Applicable"
"72","","Alabama",1,2004,2004,"Jul., 2004","2004/07",3664,"Not Applicable","Not Applicable"
"73","","Alabama",1,2004,2004,"Aug., 2004","2004/08",3691,"Not Applicable","Not Applicable"
"74","","Alabama",1,2004,2004,"Sep., 2004","2004/09",3632,"Not Applicable","Not Applicable"
"75","","Alabama",1,2004,2004,"Oct., 2004","2004/10",3674,"Not Applicable","Not Applicable"
"76","","Alabama",1,2004,2004,"Nov., 2004","2004/11",3697,"Not Applicable","Not Applicable"
"77","","Alabama",1,2004,2004,"Dec., 2004","2004/12",4152,"Not Applicable","Not Applicable"
"78","Total","Alabama",1,2004,2004,"","",46121,"Not Applicable","Not Applicable"
"79","","Alabama",1,2005,2005,"Jan., 2005","2005/01",4229,"Not Applicable","Not Applicable"
"80","","Alabama",1,2005,2005,"Feb., 2005","2005/02",4022,"Not Applicable","Not Applicable"
"81","","Alabama",1,2005,2005,"Mar., 2005","2005/03",4376,"Not Applicable","Not Applicable"
"82","","Alabama",1,2005,2005,"Apr., 2005","2005/04",3813,"Not Applicable","Not Applicable"
"83","","Alabama",1,2005,2005,"May, 2005","2005/05",3942,"Not Applicable","Not Applicable"
"84","","Alabama",1,2005,2005,"Jun., 2005","2005/06",3685,"Not Applicable","Not Applicable"
"85","","Alabama",1,2005,2005,"Jul., 2005","2005/07",3770,"Not Applicable","Not Applicable"
"86","","Alabama",1,2005,2005,"Aug., 2005","2005/08",3753,"Not Applicable","Not Applicable"
"87","","Alabama",1,2005,2005,"Sep., 2005","2005/09",3554,"Not Applicable","Not Applicable"
"88","","Alabama",1,2005,2005,"Oct., 2005","2005/10",3768,"Not Applicable","Not Applicable"
"89","","Alabama",1,2005,2005,"Nov., 2005","2005/11",3917,"Not Applicable","Not Applicable"
"90","","Alabama",1,2005,2005,"Dec., 2005","2005/12",4261,"Not Applicable","Not Applicable"
"91","Total","Alabama",1,2005,2005,"","",47090,"Not Applicable","Not Applicable"
"92","","Alabama",1,2006,2006,"Jan., 2006","2006/01",4151,"Not Applicable","Not Applicable"
"93","","Alabama",1,2006,2006,"Feb., 2006","2006/02",4050,"Not Applicable","Not Applicable"
"94","","Alabama",1,2006,2006,"Mar., 2006","2006/03",4368,"Not Applicable","Not Applicable"
"95","","Alabama",1,2006,2006,"Apr., 2006","2006/04",3782,"Not Applicable","Not Applicable"
"96","","Alabama",1,2006,2006,"May, 2006","2006/05",3906,"Not Applicable","Not Applicable"
"97","","Alabama",1,2006,2006,"Jun., 2006","2006/06",3823,"Not Applicable","Not Applicable"
"98","","Alabama",1,2006,2006,"Jul., 2006","2006/07",3633,"Not Applicable","Not Applicable"
"99","","Alabama",1,2006,2006,"Aug., 2006","2006/08",3711,"Not Applicable","Not Applicable"
"100","","Alabama",1,2006,2006,"Sep., 2006","2006/09",3639,"Not Applicable","Not Applicable"
"101","","Alabama",1,2006,2006,"Oct., 2006","2006/10",3873,"Not Applicable","Not Applicable"
"102","","Alabama",1,2006,2006,"Nov., 2006","2006/11",3875,"Not Applicable","Not Applicable"
"103","","Alabama",1,2006,2006,"Dec., 2006","2006/12",4166,"Not Applicable","Not Applicable"
"104","Total","Alabama",1,2006,2006,"","",46977,"Not Applicable","Not Applicable"
"105","","Alabama",1,2007,2007,"Jan., 2007","2007/01",4281,"Not Applicable","Not Applicable"
"106","","Alabama",1,2007,2007,"Feb., 2007","2007/02",3991,"Not Applicable","Not Applicable"
"107","","Alabama",1,2007,2007,"Mar., 2007","2007/03",4178,"Not Applicable","Not Applicable"
"108","","Alabama",1,2007,2007,"Apr., 2007","2007/04",3801,"Not Applicable","Not Applicable"
"109","","Alabama",1,2007,2007,"May, 2007","2007/05",3867,"Not Applicable","Not Applicable"
"110","","Alabama",1,2007,2007,"Jun., 2007","2007/06",3582,"Not Applicable","Not Applicable"
"111","","Alabama",1,2007,2007,"Jul., 2007","2007/07",3711,"Not Applicable","Not Applicable"
"112","","Alabama",1,2007,2007,"Aug., 2007","2007/08",3828,"Not Applicable","Not Applicable"
"113","","Alabama",1,2007,2007,"Sep., 2007","2007/09",3593,"Not Applicable","Not Applicable"
"114","","Alabama",1,2007,2007,"Oct., 2007","2007/10",3853,"Not Applicable","Not Applicable"
"115","","Alabama",1,2007,2007,"Nov., 2007","2007/11",3851,"Not Applicable","Not Applicable"
"116","","Alabama",1,2007,2007,"Dec., 2007","2007/12",4160,"Not Applicable","Not Applicable"
"117","Total","Alabama",1,2007,2007,"","",46696,"Not Applicable","Not Applicable"
"118","","Alabama",1,2008,2008,"Jan., 2008","2008/01",4336,"Not Applicable","Not Applicable"
"119","","Alabama",1,2008,2008,"Feb., 2008","2008/02",4401,"Not Applicable","Not Applicable"
"120","","Alabama",1,2008,2008,"Mar., 2008","2008/03",4371,"Not Applicable","Not Applicable"
"121","","Alabama",1,2008,2008,"Apr., 2008","2008/04",3944,"Not Applicable","Not Applicable"
"122","","Alabama",1,2008,2008,"May, 2008","2008/05",3920,"Not Applicable","Not Applicable"
"123","","Alabama",1,2008,2008,"Jun., 2008","2008/06",3681,"Not Applicable","Not Applicable"
"124","","Alabama",1,2008,2008,"Jul., 2008","2008/07",3667,"Not Applicable","Not Applicable"
"125","","Alabama",1,2008,2008,"Aug., 2008","2008/08",3775,"Not Applicable","Not Applicable"
"126","","Alabama",1,2008,2008,"Sep., 2008","2008/09",3730,"Not Applicable","Not Applicable"
"127","","Alabama",1,2008,2008,"Oct., 2008","2008/10",3781,"Not Applicable","Not Applicable"
"128","","Alabama",1,2008,2008,"Nov., 2008","2008/11",3920,"Not Applicable","Not Applicable"
"129","","Alabama",1,2008,2008,"Dec., 2008","2008/12",4181,"Not Applicable","Not Applicable"
"130","Total","Alabama",1,2008,2008,"","",47707,"Not Applicable","Not Applicable"
"131","","Alabama",1,2009,2009,"Jan., 2009","2009/01",4205,"Not Applicable","Not Applicable"
"132","","Alabama",1,2009,2009,"Feb., 2009","2009/02",3837,"Not Applicable","Not Applicable"
"133","","Alabama",1,2009,2009,"Mar., 2009","2009/03",4208,"Not Applicable","Not Applicable"
"134","","Alabama",1,2009,2009,"Apr., 2009","2009/04",3916,"Not Applicable","Not Applicable"
"135","","Alabama",1,2009,2009,"May, 2009","2009/05",3936,"Not Applicable","Not Applicable"
"136","","Alabama",1,2009,2009,"Jun., 2009","2009/06",3726,"Not Applicable","Not Applicable"
"137","","Alabama",1,2009,2009,"Jul., 2009","2009/07",3877,"Not Applicable","Not Applicable"
"138","","Alabama",1,2009,2009,"Aug., 2009","2009/08",3800,"Not Applicable","Not Applicable"
"139","","Alabama",1,2009,2009,"Sep., 2009","2009/09",3690,"Not Applicable","Not Applicable"
"140","","Alabama",1,2009,2009,"Oct., 2009","2009/10",4074,"Not Applicable","Not Applicable"
"141","","Alabama",1,2009,2009,"Nov., 2009","2009/11",3813,"Not Applicable","Not Applicable"
"142","","Alabama",1,2009,2009,"Dec., 2009","2009/12",4388,"Not Applicable","Not Applicable"
"143","Total","Alabama",1,2009,2009,"","",47470,"Not Applicable","Not Applicable"
"144","","Alabama",1,2010,2010,"Jan., 2010","2010/01",4473,"Not Applicable","Not Applicable"
"145","","Alabama",1,2010,2010,"Feb., 2010","2010/02",4073,"Not Applicable","Not Applicable"
"146","","Alabama",1,2010,2010,"Mar., 2010","2010/03",4261,"Not Applicable","Not Applicable"
"147","","Alabama",1,2010,2010,"Apr., 2010","2010/04",3843,"Not Applicable","Not Applicable"
"148","","Alabama",1,2010,2010,"May, 2010","2010/05",3894,"Not Applicable","Not Applicable"
"149","","Alabama",1,2010,2010,"Jun., 2010","2010/06",3806,"Not Applicable","Not Applicable"
"150","","Alabama",1,2010,2010,"Jul., 2010","2010/07",3819,"Not Applicable","Not Applicable"
"151","","Alabama",1,2010,2010,"Aug., 2010","2010/08",3861,"Not Applicable","Not Applicable"
"152","","Alabama",1,2010,2010,"Sep., 2010","2010/09",3747,"Not Applicable","Not Applicable"
"153","","Alabama",1,2010,2010,"Oct., 2010","2010/10",3979,"Not Applicable","Not Applicable"
"154","","Alabama",1,2010,2010,"Nov., 2010","2010/11",3825,"Not Applicable","Not Applicable"
"155","","Alabama",1,2010,2010,"Dec., 2010","2010/12",4457,"Not Applicable","Not Applicable"
"156","Total","Alabama",1,2010,2010,"","",48038,"Not Applicable","Not Applicable"
"157","","Alabama",1,2011,2011,"Jan., 2011","2011/01",4620,"Not Applicable","Not Applicable"
"158","","Alabama",1,2011,2011,"Feb., 2011","2011/02",4030,"Not Applicable","Not Applicable"
"159","","Alabama",1,2011,2011,"Mar., 2011","2011/03",4280,"Not Applicable","Not Applicable"
"160","","Alabama",1,2011,2011,"Apr., 2011","2011/04",4139,"Not Applicable","Not Applicable"
"161","","Alabama",1,2011,2011,"May, 2011","2011/05",4037,"Not Applicable","Not Applicable"
"162","","Alabama",1,2011,2011,"Jun., 2011","2011/06",3810,"Not Applicable","Not Applicable"
"163","","Alabama",1,2011,2011,"Jul., 2011","2011/07",3933,"Not Applicable","Not Applicable"
"164","","Alabama",1,2011,2011,"Aug., 2011","2011/08",3820,"Not Applicable","Not Applicable"
"165","","Alabama",1,2011,2011,"Sep., 2011","2011/09",3700,"Not Applicable","Not Applicable"
"166","","Alabama",1,2011,2011,"Oct., 2011","2011/10",4043,"Not Applicable","Not Applicable"
"167","","Alabama",1,2011,2011,"Nov., 2011","2011/11",3997,"Not Applicable","Not Applicable"
"168","","Alabama",1,2011,2011,"Dec., 2011","2011/12",4272,"Not Applicable","Not Applicable"
"169","Total","Alabama",1,2011,2011,"","",48681,"Not Applicable","Not Applicable"
"170","","Alabama",1,2012,2012,"Jan., 2012","2012/01",4236,"Not Applicable","Not Applicable"
"171","","Alabama",1,2012,2012,"Feb., 2012","2012/02",4045,"Not Applicable","Not Applicable"
"172","","Alabama",1,2012,2012,"Mar., 2012","2012/03",4220,"Not Applicable","Not Applicable"
"173","","Alabama",1,2012,2012,"Apr., 2012","2012/04",4047,"Not Applicable","Not Applicable"
"174","","Alabama",1,2012,2012,"May, 2012","2012/05",3982,"Not Applicable","Not Applicable"
"175","","Alabama",1,2012,2012,"Jun., 2012","2012/06",3912,"Not Applicable","Not Applicable"
"176","","Alabama",1,2012,2012,"Jul., 2012","2012/07",4002,"Not Applicable","Not Applicable"
"177","","Alabama",1,2012,2012,"Aug., 2012","2012/08",3979,"Not Applicable","Not Applicable"
"178","","Alabama",1,2012,2012,"Sep., 2012","2012/09",3929,"Not Applicable","Not Applicable"
"179","","Alabama",1,2012,2012,"Oct., 2012","2012/10",4097,"Not Applicable","Not Applicable"
"180","","Alabama",1,2012,2012,"Nov., 2012","2012/11",4169,"Not Applicable","Not Applicable"
"181","","Alabama",1,2012,2012,"Dec., 2012","2012/12",4683,"Not Applicable","Not Applicable"
"182","Total","Alabama",1,2012,2012,"","",49301,"Not Applicable","Not Applicable"
"183","","Alabama",1,2013,2013,"Jan., 2013","2013/01",4978,"Not Applicable","Not Applicable"
"184","","Alabama",1,2013,2013,"Feb., 2013","2013/02",4147,"Not Applicable","Not Applicable"
"185","","Alabama",1,2013,2013,"Mar., 2013","2013/03",4548,"Not Applicable","Not Applicable"
"186","","Alabama",1,2013,2013,"Apr., 2013","2013/04",4158,"Not Applicable","Not Applicable"
"187","","Alabama",1,2013,2013,"May, 2013","2013/05",4064,"Not Applicable","Not Applicable"
"188","","Alabama",1,2013,2013,"Jun., 2013","2013/06",3847,"Not Applicable","Not Applicable"
"189","","Alabama",1,2013,2013,"Jul., 2013","2013/07",3900,"Not Applicable","Not Applicable"
"190","","Alabama",1,2013,2013,"Aug., 2013","2013/08",3914,"Not Applicable","Not Applicable"
"191","","Alabama",1,2013,2013,"Sep., 2013","2013/09",3748,"Not Applicable","Not Applicable"
"192","","Alabama",1,2013,2013,"Oct., 2013","2013/10",4153,"Not Applicable","Not Applicable"
"193","","Alabama",1,2013,2013,"Nov., 2013","2013/11",4179,"Not Applicable","Not Applicable"
"194","","Alabama",1,2013,2013,"Dec., 2013","2013/12",4553,"Not Applicable","Not Applicable"
"195","Total","Alabama",1,2013,2013,"","",50189,"Not Applicable","Not Applicable"
"196","","Alabama",1,2014,2014,"Jan., 2014","2014/01",4740,"Not Applicable","Not Applicable"
"197","","Alabama",1,2014,2014,"Feb., 2014","2014/02",3966,"Not Applicable","Not Applicable"
"198","","Alabama",1,2014,2014,"Mar., 2014","2014/03",4288,"Not Applicable","Not Applicable"
"199","","Alabama",1,2014,2014,"Apr., 2014","2014/04",4134,"Not Applicable","Not Applicable"
"200","","Alabama",1,2014,2014,"May, 2014","2014/05",4164,"Not Applicable","Not Applicable"
"201","","Alabama",1,2014,2014,"Jun., 2014","2014/06",3851,"Not Applicable","Not Applicable"
"202","","Alabama",1,2014,2014,"Jul., 2014","2014/07",3960,"Not Applicable","Not Applicable"
"203","","Alabama",1,2014,2014,"Aug., 2014","2014/08",4008,"Not Applicable","Not Applicable"
"204","","Alabama",1,2014,2014,"Sep., 2014","2014/09",3973,"Not Applicable","Not Applicable"
"205","","Alabama",1,2014,2014,"Oct., 2014","2014/10",4172,"Not Applicable","Not Applicable"
"206","","Alabama",1,2014,2014,"Nov., 2014","2014/11",4205,"Not Applicable","Not Applicable"
"207","","Alabama",1,2014,2014,"Dec., 2014","2014/12",4754,"Not Applicable","Not Applicable"
"208","Total","Alabama",1,2014,2014,"","",50215,"Not Applicable","Not Applicable"
"209","","Alabama",1,2015,2015,"Jan., 2015","2015/01",4999,"Not Applicable","Not Applicable"
"210","","Alabama",1,2015,2015,"Feb., 2015","2015/02",4447,"Not Applicable","Not Applicable"
"211","","Alabama",1,2015,2015,"Mar., 2015","2015/03",4809,"Not Applicable","Not Applicable"
"212","","Alabama",1,2015,2015,"Apr., 2015","2015/04",4217,"Not Applicable","Not Applicable"
"213","","Alabama",1,2015,2015,"May, 2015","2015/05",4132,"Not Applicable","Not Applicable"
"214","","Alabama",1,2015,2015,"Jun., 2015","2015/06",3996,"Not Applicable","Not Applicable"
"215","","Alabama",1,2015,2015,"Jul., 2015","2015/07",4123,"Not Applicable","Not Applicable"
"216","","Alabama",1,2015,2015,"Aug., 2015","2015/08",4121,"Not Applicable","Not Applicable"
"217","","Alabama",1,2015,2015,"Sep., 2015","2015/09",4086,"Not Applicable","Not Applicable"
"218","","Alabama",1,2015,2015,"Oct., 2015","2015/10",4235,"Not Applicable","Not Applicable"
"219","","Alabama",1,2015,2015,"Nov., 2015","2015/11",4236,"Not Applicable","Not Applicable"
"220","","Alabama",1,2015,2015,"Dec., 2015","2015/12",4508,"Not Applicable","Not Applicable"
"221","Total","Alabama",1,2015,2015,"","",51909,"Not Applicable","Not Applicable"
"222","","Alabama",1,2016,2016,"Jan., 2016","2016/01",4650,"Not Applicable","Not Applicable"
"223","","Alabama",1,2016,2016,"Feb., 2016","2016/02",4428,"Not Applicable","Not Applicable"
"224","","Alabama",1,2016,2016,"Mar., 2016","2016/03",4592,"Not Applicable","Not Applicable"
"225","","Alabama",1,2016,2016,"Apr., 2016","2016/04",4246,"Not Applicable","Not Applicable"
"226","","Alabama",1,2016,2016,"May, 2016","2016/05",4264,"Not Applicable","Not Applicable"
"227","","Alabama",1,2016,2016,"Jun., 2016","2016/06",4107,"Not Applicable","Not Applicable"
"228","","Alabama",1,2016,2016,"Jul., 2016","2016/07",4190,"Not Applicable","Not Applicable"
"229","","Alabama",1,2016,2016,"Aug., 2016","2016/08",4199,"Not Applicable","Not Applicable"
"230","","Alabama",1,2016,2016,"Sep., 2016","2016/09",4122,"Not Applicable","Not Applicable"
"231","","Alabama",1,2016,2016,"Oct., 2016","2016/10",4344,"Not Applicable","Not Applicable"
"232","","Alabama",1,2016,2016,"Nov., 2016","2016/11",4428,"Not Applicable","Not Applicable"
"233","","Alabama",1,2016,2016,"Dec., 2016","2016/12",4896,"Not Applicable","Not Applicable"
"234","Total","Alabama",1,2016,2016,"","",52466,"Not Applicable","Not Applicable"
"235","Total","Alabama",1,NA,NA,"","",860829,"Not Applicable","Not Applicable"
"236","","Alaska",2,1999,1999,"Jan., 1999","1999/01",225,"Not Applicable","Not Applicable"
"237","","Alaska",2,1999,1999,"Feb., 1999","1999/02",220,"Not Applicable","Not Applicable"
"238","","Alaska",2,1999,1999,"Mar., 1999","1999/03",227,"Not Applicable","Not Applicable"
"239","","Alaska",2,1999,1999,"Apr., 1999","1999/04",224,"Not Applicable","Not Applicable"
"240","","Alaska",2,1999,1999,"May, 1999","1999/05",207,"Not Applicable","Not Applicable"
"241","","Alaska",2,1999,1999,"Jun., 1999","1999/06",203,"Not Applicable","Not Applicable"
"242","","Alaska",2,1999,1999,"Jul., 1999","1999/07",206,"Not Applicable","Not Applicable"
"243","","Alaska",2,1999,1999,"Aug., 1999","1999/08",241,"Not Applicable","Not Applicable"
"244","","Alaska",2,1999,1999,"Sep., 1999","1999/09",236,"Not Applicable","Not Applicable"
"245","","Alaska",2,1999,1999,"Oct., 1999","1999/10",242,"Not Applicable","Not Applicable"
"246","","Alaska",2,1999,1999,"Nov., 1999","1999/11",229,"Not Applicable","Not Applicable"
"247","","Alaska",2,1999,1999,"Dec., 1999","1999/12",248,"Not Applicable","Not Applicable"
"248","Total","Alaska",2,1999,1999,"","",2708,"Not Applicable","Not Applicable"
"249","","Alaska",2,2000,2000,"Jan., 2000","2000/01",274,"Not Applicable","Not Applicable"
"250","","Alaska",2,2000,2000,"Feb., 2000","2000/02",211,"Not Applicable","Not Applicable"
"251","","Alaska",2,2000,2000,"Mar., 2000","2000/03",228,"Not Applicable","Not Applicable"
"252","","Alaska",2,2000,2000,"Apr., 2000","2000/04",236,"Not Applicable","Not Applicable"
"253","","Alaska",2,2000,2000,"May, 2000","2000/05",227,"Not Applicable","Not Applicable"
"254","","Alaska",2,2000,2000,"Jun., 2000","2000/06",253,"Not Applicable","Not Applicable"
"255","","Alaska",2,2000,2000,"Jul., 2000","2000/07",270,"Not Applicable","Not Applicable"
"256","","Alaska",2,2000,2000,"Aug., 2000","2000/08",217,"Not Applicable","Not Applicable"
"257","","Alaska",2,2000,2000,"Sep., 2000","2000/09",253,"Not Applicable","Not Applicable"
"258","","Alaska",2,2000,2000,"Oct., 2000","2000/10",253,"Not Applicable","Not Applicable"
"259","","Alaska",2,2000,2000,"Nov., 2000","2000/11",253,"Not Applicable","Not Applicable"
"260","","Alaska",2,2000,2000,"Dec., 2000","2000/12",239,"Not Applicable","Not Applicable"
"261","Total","Alaska",2,2000,2000,"","",2914,"Not Applicable","Not Applicable"
"262","","Alaska",2,2001,2001,"Jan., 2001","2001/01",243,"Not Applicable","Not Applicable"
"263","","Alaska",2,2001,2001,"Feb., 2001","2001/02",247,"Not Applicable","Not Applicable"
"264","","Alaska",2,2001,2001,"Mar., 2001","2001/03",253,"Not Applicable","Not Applicable"
"265","","Alaska",2,2001,2001,"Apr., 2001","2001/04",245,"Not Applicable","Not Applicable"
"266","","Alaska",2,2001,2001,"May, 2001","2001/05",232,"Not Applicable","Not Applicable"
"267","","Alaska",2,2001,2001,"Jun., 2001","2001/06",234,"Not Applicable","Not Applicable"
"268","","Alaska",2,2001,2001,"Jul., 2001","2001/07",225,"Not Applicable","Not Applicable"
"269","","Alaska",2,2001,2001,"Aug., 2001","2001/08",237,"Not Applicable","Not Applicable"
"270","","Alaska",2,2001,2001,"Sep., 2001","2001/09",227,"Not Applicable","Not Applicable"
"271","","Alaska",2,2001,2001,"Oct., 2001","2001/10",277,"Not Applicable","Not Applicable"
"272","","Alaska",2,2001,2001,"Nov., 2001","2001/11",267,"Not Applicable","Not Applicable"
"273","","Alaska",2,2001,2001,"Dec., 2001","2001/12",287,"Not Applicable","Not Applicable"
"274","Total","Alaska",2,2001,2001,"","",2974,"Not Applicable","Not Applicable"
"275","","Alaska",2,2002,2002,"Jan., 2002","2002/01",252,"Not Applicable","Not Applicable"
"276","","Alaska",2,2002,2002,"Feb., 2002","2002/02",265,"Not Applicable","Not Applicable"
"277","","Alaska",2,2002,2002,"Mar., 2002","2002/03",254,"Not Applicable","Not Applicable"
"278","","Alaska",2,2002,2002,"Apr., 2002","2002/04",252,"Not Applicable","Not Applicable"
"279","","Alaska",2,2002,2002,"May, 2002","2002/05",268,"Not Applicable","Not Applicable"
"280","","Alaska",2,2002,2002,"Jun., 2002","2002/06",236,"Not Applicable","Not Applicable"
"281","","Alaska",2,2002,2002,"Jul., 2002","2002/07",254,"Not Applicable","Not Applicable"
"282","","Alaska",2,2002,2002,"Aug., 2002","2002/08",245,"Not Applicable","Not Applicable"
"283","","Alaska",2,2002,2002,"Sep., 2002","2002/09",248,"Not Applicable","Not Applicable"
"284","","Alaska",2,2002,2002,"Oct., 2002","2002/10",239,"Not Applicable","Not Applicable"
