"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Standard Error
	"Alabama"	"01"	"2009"	"2009"	"Jan., 2009"	"2009/01"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Feb., 2009"	"2009/02"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Mar., 2009"	"2009/03"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Apr., 2009"	"2009/04"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"May, 2009"	"2009/05"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Jun., 2009"	"2009/06"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Jul., 2009"	"2009/07"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Aug., 2009"	"2009/08"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Sep., 2009"	"2009/09"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Oct., 2009"	"2009/10"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Nov., 2009"	"2009/11"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2009"	"2009"	"Dec., 2009"	"2009/12"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Jan., 2010"	"2010/01"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Feb., 2010"	"2010/02"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Mar., 2010"	"2010/03"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Apr., 2010"	"2010/04"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"May, 2010"	"2010/05"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Jun., 2010"	"2010/06"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Jul., 2010"	"2010/07"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Aug., 2010"	"2010/08"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Sep., 2010"	"2010/09"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Oct., 2010"	"2010/10"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Nov., 2010"	"2010/11"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2010"	"2010"	"Dec., 2010"	"2010/12"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Jan., 2011"	"2011/01"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Feb., 2011"	"2011/02"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Mar., 2011"	"2011/03"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Apr., 2011"	"2011/04"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"May, 2011"	"2011/05"	94	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Jun., 2011"	"2011/06"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Jul., 2011"	"2011/07"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Aug., 2011"	"2011/08"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Sep., 2011"	"2011/09"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Oct., 2011"	"2011/10"	94	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Nov., 2011"	"2011/11"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2011"	"2011"	"Dec., 2011"	"2011/12"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Jan., 2012"	"2012/01"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Feb., 2012"	"2012/02"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Mar., 2012"	"2012/03"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Apr., 2012"	"2012/04"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"May, 2012"	"2012/05"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Jun., 2012"	"2012/06"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Jul., 2012"	"2012/07"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Aug., 2012"	"2012/08"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Sep., 2012"	"2012/09"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Oct., 2012"	"2012/10"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Nov., 2012"	"2012/11"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2012"	"2012"	"Dec., 2012"	"2012/12"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jan., 2013"	"2013/01"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Feb., 2013"	"2013/02"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Mar., 2013"	"2013/03"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Apr., 2013"	"2013/04"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"May, 2013"	"2013/05"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jun., 2013"	"2013/06"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Jul., 2013"	"2013/07"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Aug., 2013"	"2013/08"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Sep., 2013"	"2013/09"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Oct., 2013"	"2013/10"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Nov., 2013"	"2013/11"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2013"	"2013"	"Dec., 2013"	"2013/12"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Jan., 2014"	"2014/01"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Feb., 2014"	"2014/02"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Mar., 2014"	"2014/03"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Apr., 2014"	"2014/04"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"May, 2014"	"2014/05"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Jun., 2014"	"2014/06"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Jul., 2014"	"2014/07"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Aug., 2014"	"2014/08"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Sep., 2014"	"2014/09"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Oct., 2014"	"2014/10"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Nov., 2014"	"2014/11"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2014"	"2014"	"Dec., 2014"	"2014/12"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Jan., 2015"	"2015/01"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Feb., 2015"	"2015/02"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Mar., 2015"	"2015/03"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Apr., 2015"	"2015/04"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"May, 2015"	"2015/05"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Jun., 2015"	"2015/06"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Jul., 2015"	"2015/07"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Aug., 2015"	"2015/08"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Sep., 2015"	"2015/09"	104	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Oct., 2015"	"2015/10"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Nov., 2015"	"2015/11"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2015"	"2015"	"Dec., 2015"	"2015/12"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Jan., 2016"	"2016/01"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Feb., 2016"	"2016/02"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Mar., 2016"	"2016/03"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Apr., 2016"	"2016/04"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"May, 2016"	"2016/05"	115	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Jun., 2016"	"2016/06"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Jul., 2016"	"2016/07"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Aug., 2016"	"2016/08"	96	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Sep., 2016"	"2016/09"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Oct., 2016"	"2016/10"	131	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Nov., 2016"	"2016/11"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alabama"	"01"	"2016"	"2016"	"Dec., 2016"	"2016/12"	109	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"May, 2009"	"2009/05"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Jul., 2009"	"2009/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2009"	"2009"	"Sep., 2009"	"2009/09"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2010"	"2010"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2010"	"2010"	"Jul., 2010"	"2010/07"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2010"	"2010"	"Aug., 2010"	"2010/08"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Jan., 2011"	"2011/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"May, 2011"	"2011/05"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Jun., 2011"	"2011/06"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Jul., 2011"	"2011/07"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2011"	"2011"	"Aug., 2011"	"2011/08"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2012"	"2012"	"Aug., 2012"	"2012/08"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2012"	"2012"	"Sep., 2012"	"2012/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2012"	"2012"	"Oct., 2012"	"2012/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Mar., 2013"	"2013/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Jun., 2013"	"2013/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Jul., 2013"	"2013/07"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Aug., 2013"	"2013/08"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Sep., 2013"	"2013/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2013"	"2013"	"Oct., 2013"	"2013/10"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Jan., 2014"	"2014/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"May, 2014"	"2014/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Jul., 2014"	"2014/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Sep., 2014"	"2014/09"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Oct., 2014"	"2014/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2014"	"2014"	"Dec., 2014"	"2014/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Apr., 2015"	"2015/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Jul., 2015"	"2015/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2015"	"2015"	"Oct., 2015"	"2015/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Apr., 2016"	"2016/04"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Jun., 2016"	"2016/06"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Jul., 2016"	"2016/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Aug., 2016"	"2016/08"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Sep., 2016"	"2016/09"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Nov., 2016"	"2016/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Alaska"	"02"	"2016"	"2016"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Jan., 2009"	"2009/01"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Feb., 2009"	"2009/02"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Mar., 2009"	"2009/03"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Apr., 2009"	"2009/04"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"May, 2009"	"2009/05"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Jun., 2009"	"2009/06"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Jul., 2009"	"2009/07"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Aug., 2009"	"2009/08"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Sep., 2009"	"2009/09"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Oct., 2009"	"2009/10"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Nov., 2009"	"2009/11"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2009"	"2009"	"Dec., 2009"	"2009/12"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Jan., 2010"	"2010/01"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Feb., 2010"	"2010/02"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Mar., 2010"	"2010/03"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Apr., 2010"	"2010/04"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"May, 2010"	"2010/05"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Jun., 2010"	"2010/06"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Jul., 2010"	"2010/07"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Aug., 2010"	"2010/08"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Sep., 2010"	"2010/09"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Oct., 2010"	"2010/10"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Nov., 2010"	"2010/11"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2010"	"2010"	"Dec., 2010"	"2010/12"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Jan., 2011"	"2011/01"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Feb., 2011"	"2011/02"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Mar., 2011"	"2011/03"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Apr., 2011"	"2011/04"	62	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"May, 2011"	"2011/05"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Jun., 2011"	"2011/06"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Jul., 2011"	"2011/07"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Aug., 2011"	"2011/08"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Sep., 2011"	"2011/09"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Oct., 2011"	"2011/10"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Nov., 2011"	"2011/11"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2011"	"2011"	"Dec., 2011"	"2011/12"	68	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Jan., 2012"	"2012/01"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Feb., 2012"	"2012/02"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Mar., 2012"	"2012/03"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Apr., 2012"	"2012/04"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"May, 2012"	"2012/05"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Jun., 2012"	"2012/06"	66	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Jul., 2012"	"2012/07"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Aug., 2012"	"2012/08"	65	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Sep., 2012"	"2012/09"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Oct., 2012"	"2012/10"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Nov., 2012"	"2012/11"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2012"	"2012"	"Dec., 2012"	"2012/12"	79	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Arizona"	"04"	"2013"	"2013"	"Jan., 2013"	"2013/01"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
