"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"148","12119","Sumter County, Florida",21522,3018,405,325,3088,1319,3275,1288,3500,982,3261,1311,495,352,3222,1569,1073,679,469,302,1810,994,338,218,586,562,2016
"149","12127","Volusia County, Florida",200674,5770,4240,1238,17740,2182,29402,2660,34529,3256,27775,3046,9163,1461,29628,3062,6758,1749,4596,1273,17335,2414,14088,2296,5420,1416,2016
"150","12131","Walton County, Florida",28788,1693,1489,887,2416,1014,4397,1263,3867,1319,2806,1349,2478,930,2632,1083,412,337,853,490,3808,1285,3152,1010,478,346,2016
"151","13013","Barrow County, Georgia",33022,1830,1100,551,2347,659,2433,688,3457,854,3762,816,2070,750,4751,994,906,424,1968,739,4270,1008,4032,987,1926,776,2016
"152","13015","Bartow County, Georgia",40149,2786,864,636,2018,680,5308,1267,7595,1896,3836,1111,1619,554,5971,1361,1329,633,879,444,4856,1382,4336,1355,1538,831,2016
"153","13021","Bibb County, Georgia",57764,3283,1789,775,7005,1407,9610,1612,14007,2134,8659,1520,3152,861,6915,1750,894,469,1347,604,1653,772,1557,573,1176,552,2016
"154","13031","Bulloch County, Georgia",31282,2374,975,538,5651,1202,6306,1382,5297,1206,2835,963,791,529,3145,964,945,548,899,781,2119,958,1804,982,515,494,2016
"155","13045","Carroll County, Georgia",47096,2232,1915,1137,6027,2244,4619,1266,5762,1521,6924,1661,2779,1095,6023,1401,597,353,872,814,4047,1210,5654,1352,1877,792,2016
"156","13047","Catoosa County, Georgia",30628,2111,948,903,2668,1235,3670,1174,3667,1038,6182,1433,3301,900,5490,1367,667,401,722,441,2580,984,196,181,537,527,2016
"157","13051","Chatham County, Georgia",130245,3377,5148,1542,12650,2370,19399,2227,25016,2825,22021,2767,9342,1791,19311,2476,2361,583,2471,807,7424,1812,3226,1047,1876,804,2016
"158","13057","Cherokee County, Georgia",110595,3599,1124,742,5631,1692,9059,2021,12747,2150,10098,2290,5699,1216,18354,2732,3742,1174,5427,1862,15661,3075,16849,2277,6204,1721,2016
"159","13059","Clarke County, Georgia",55062,2515,1618,918,7780,1906,13537,1971,12046,1878,6932,1752,1915,807,3115,955,1261,781,898,494,2869,1030,2052,984,1039,631,2016
"160","13063","Clayton County, Georgia",118221,3661,1368,725,5001,1338,10898,1914,14479,2507,17694,2372,8037,1404,20101,2335,4371,1287,6468,1414,13814,2809,10936,2516,5054,1335,2016
"161","13067","Cobb County, Georgia",352251,6656,3590,1303,18549,3077,30710,3473,43165,3886,44379,3959,19565,2475,61746,5159,16308,2485,18747,2582,46511,3782,39653,4562,9328,1698,2016
"162","13073","Columbia County, Georgia",65354,3390,228,275,2892,1233,11206,2158,11179,2019,11907,2128,5862,1691,10483,1862,1078,499,2102,724,4982,1456,2938,1063,497,354,2016
"163","13077","Coweta County, Georgia",64918,3150,956,621,4860,1565,6010,1691,8171,1436,8092,1560,4027,1093,10021,1833,3430,1099,3472,1188,7522,1290,6088,1279,2269,848,2016
"164","13089","DeKalb County, Georgia",342593,6705,3169,997,16955,2825,27754,2829,36086,3079,57806,4480,23253,2421,63968,4883,12403,1935,20365,2394,39883,3752,29296,3169,11655,1917,2016
"165","13095","Dougherty County, Georgia",33203,2357,1262,605,3814,1054,8809,1481,7450,1512,6260,1362,984,413,2085,657,843,570,395,339,774,429,412,293,115,118,2016
"166","13097","Douglas County, Georgia",65701,2863,1204,840,6398,1767,7027,1670,7942,1728,6536,1391,2559,974,9131,2097,2365,1077,3758,1187,9610,1861,6323,1813,2848,874,2016
"167","13113","Fayette County, Georgia",46457,2167,358,372,4789,1575,4731,1308,7774,1749,4912,1101,2830,1165,5285,1169,2701,999,1935,590,4692,1045,4812,1085,1638,750,2016
"168","13115","Floyd County, Georgia",39994,2188,625,311,3444,891,6405,1177,9801,1774,5916,1248,2475,1084,4423,1214,310,279,600,358,3732,1632,1344,533,919,480,2016
"169","13117","Forsyth County, Georgia",97140,2530,1327,474,7869,1628,7360,1475,12761,1986,11625,1888,5118,985,12003,1653,4175,758,6435,1228,11853,1384,12030,1536,4584,1253,2016
"170","13121","Fulton County, Georgia",470960,7604,7534,1614,32335,5027,57466,5316,72984,5478,76488,4996,27380,3184,72137,5604,18395,2868,18555,3191,41035,4662,31074,3697,15577,2766,2016
"171","13127","Glynn County, Georgia",35612,2370,846,578,4127,1083,5196,1491,5754,1399,8223,1993,3878,1147,4444,1172,274,245,496,456,1405,602,590,366,379,322,2016
"172","13135","Gwinnett County, Georgia",422427,7555,3960,1349,26033,3640,36754,3539,41969,4778,49193,4340,25571,3514,65210,5159,17323,3157,21423,3518,61289,5260,58223,5542,15479,2483,2016
"173","13139","Hall County, Georgia",87667,2653,2230,983,4958,1391,11115,1659,15407,1950,17729,2862,5986,1168,12267,1737,1751,918,2102,728,5578,1186,5661,1208,2883,845,2016
"174","13151","Henry County, Georgia",96317,3656,565,411,4661,1648,9662,2187,9425,2030,11807,2254,4110,1316,13951,2487,4189,1536,4316,1207,17572,2758,10957,2442,5102,1579,2016
"175","13153","Houston County, Georgia",70072,3095,1233,609,6574,1610,12291,2132,13698,2250,12569,2418,4924,1536,10828,2172,1940,906,1231,690,2935,978,1318,781,531,495,2016
"176","13179","Liberty County, Georgia",25917,1399,1161,501,5228,1178,5083,1107,3508,850,4536,1043,316,233,2204,794,625,355,761,440,1442,487,832,484,221,184,2016
"177","13185","Lowndes County, Georgia",48572,2659,1061,669,5395,1338,8001,1505,14880,2613,8970,1540,2883,1165,3858,820,661,401,116,107,1087,597,917,535,743,446,2016
"178","13215","Muscogee County, Georgia",79196,3456,1610,750,6637,1539,18928,1939,18443,2287,18108,2235,3504,1048,5445,1235,902,740,871,495,2129,900,1369,686,1250,765,2016
"179","13217","Newton County, Georgia",41604,3256,646,499,1260,499,5352,1540,8819,1874,5970,1698,1815,755,6521,1957,834,459,847,608,4377,1279,4309,985,854,383,2016
"180","13223","Paulding County, Georgia",67388,3729,887,776,1980,653,8505,2182,7238,1866,8009,2006,4076,1611,5930,1404,1232,695,3826,1491,11065,2173,9864,2015,4776,1225,2016
"181","13245","Richmond County, Georgia",83553,3629,3694,1078,8153,1505,13783,2241,21347,2671,13031,2092,4777,1372,10082,2031,1666,796,1568,614,3157,990,1647,699,648,335,2016
"182","13247","Rockdale County, Georgia",35227,1991,704,498,3293,1265,5969,1476,4591,1367,3239,1195,663,371,3764,1235,726,481,3113,1098,4173,1076,3583,1144,1409,525,2016
"183","13285","Troup County, Georgia",30457,1834,1602,731,3643,1105,5920,1200,5406,1211,3801,935,1283,508,4326,1198,100,104,623,479,2520,792,546,403,687,369,2016
"184","13295","Walker County, Georgia",26568,1880,390,454,2374,966,2097,934,2357,912,5092,1422,1719,660,4095,1095,641,491,1792,853,3943,1057,1002,531,1066,769,2016
"185","13297","Walton County, Georgia",37979,2543,998,658,2205,1070,4376,1222,3949,1138,2935,921,2184,724,4952,1126,1282,606,2508,848,4812,1454,5527,1680,2251,801,2016
"186","13313","Whitfield County, Georgia",45423,2373,1414,865,2679,1047,6934,1561,10503,1971,9818,1363,2884,880,6240,1359,1260,512,712,493,2131,845,425,306,423,349,2016
"187","15001","Hawaii County, Hawaii",77042,3232,1709,608,9087,2006,12764,2031,14622,2131,8008,1828,3853,1279,9073,1909,991,581,2642,969,5302,1308,6140,1890,2851,1095,2016
"188","15003","Honolulu County, Hawaii",485066,5276,9384,1885,36145,2879,55805,3900,62980,3801,64925,3878,28434,2866,88146,4465,13153,1577,24085,2287,47000,3509,41495,2926,13514,1947,2016
"189","15007","Kauai County, Hawaii",32303,2138,623,287,4699,1056,4802,1119,5561,1358,4645,1059,1605,775,3860,833,734,517,811,402,3553,1087,1272,566,138,114,2016
"190","15009","Maui County, Hawaii",79359,2765,3097,956,13640,2272,13526,1756,11852,1837,10401,1962,3593,952,10528,1830,1850,763,2657,952,4216,1200,3199,900,800,375,2016
"191","16001","Ada County, Idaho",205536,5470,4161,1309,15622,2560,35778,3795,44034,4427,43422,4102,16623,2399,28089,3607,3712,1679,3498,1361,4622,1659,3140,1035,2835,869,2016
"192","16005","Bannock County, Idaho",33965,2147,2300,726,7984,1355,9691,1407,5892,1134,1993,521,1429,578,1360,462,725,475,302,193,468,321,1222,612,599,267,2016
"193","16019","Bonneville County, Idaho",47700,1904,1012,402,9082,1450,12765,1587,10506,1468,4588,1260,2134,805,2509,882,433,336,676,346,1871,790,1379,504,745,393,2016
"194","16027","Canyon County, Idaho",86207,3396,4288,1301,10198,1638,11266,1942,9931,1791,14696,2288,4922,1184,12195,1723,3927,1192,4654,1753,7202,1951,1393,578,1535,779,2016
"195","16055","Kootenai County, Idaho",62380,2688,3130,1339,7929,1789,9827,2100,11973,2185,8220,2070,2835,1088,7677,1485,2523,1480,1477,871,4170,1271,1755,662,864,483,2016
"196","16083","Twin Falls County, Idaho",37487,1844,1977,835,7842,1612,7769,1243,7707,1997,4693,1302,1980,593,2520,829,403,225,164,160,1343,687,317,269,772,436,2016
"197","17001","Adams County, Illinois",30197,1553,1474,467,6931,1188,8299,1146,5021,901,2519,660,939,407,2419,600,381,237,501,307,772,420,394,342,547,268,2016
"198","17019","Champaign County, Illinois",100765,2922,4077,1294,11419,1698,24578,2636,22216,2167,17883,2637,6443,1293,6854,1576,1349,520,654,352,2841,796,1319,598,1132,600,2016
"199","17031","Cook County, Illinois",2387095,13713,26069,2630,119175,5693,204809,7119,254875,9278,286851,8327,137274,5336,421114,11580,94837,4775,161934,8024,330509,10059,272759,9378,76889,4120,2016
"200","17037","DeKalb County, Illinois",51995,2101,3534,915,11239,1833,8580,1738,5879,1212,3653,993,2089,788,2522,716,1895,669,1615,632,5437,1087,3330,844,2222,875,2016
"201","17043","DuPage County, Illinois",445915,5612,7469,1327,36509,3065,54029,3802,62028,3961,59211,3370,28819,2384,63126,3823,17033,2121,19957,1938,43158,3036,43670,2792,10906,1535,2016
"202","17089","Kane County, Illinois",241630,4473,3732,1114,21122,2356,27663,3570,34849,3622,30409,3527,15264,2259,31987,4328,8147,1480,12338,1830,25220,3179,23128,3556,7771,1584,2016
"203","17091","Kankakee County, Illinois",47207,2018,1689,539,6211,1173,10039,1371,7632,1299,6009,1389,1548,554,3789,815,810,386,1215,398,3735,1108,2796,737,1734,549,2016
"204","17093","Kendall County, Illinois",61047,3297,1582,887,3759,1864,6174,2252,8503,2120,9750,2155,3101,1462,4218,2027,1746,905,4045,1502,6858,1933,8724,2311,2587,1120,2016
"205","17097","Lake County, Illinois",331873,5647,7687,1516,25249,2115,36245,3597,43906,3684,38530,3422,24003,2427,45563,3348,13268,1515,21229,2450,34465,2595,30549,2624,11179,1446,2016
"206","17099","LaSalle County, Illinois",47563,1776,2245,648,8783,1265,7130,1164,5258,859,4820,878,4391,1000,4270,888,1094,379,2327,920,3174,721,2555,703,1516,510,2016
"207","17111","McHenry County, Illinois",150439,3887,2745,796,14540,2129,17849,2268,19177,2540,15637,2236,7223,1312,14443,1895,6044,1317,7456,1253,19858,1901,18406,2162,7061,1432,2016
"208","17113","McLean County, Illinois",86984,2317,2835,626,13934,1964,20926,1833,19633,2091,12646,1997,3081,780,4456,936,1463,991,1797,640,3431,876,1767,637,1015,459,2016
"209","17115","Macon County, Illinois",44118,1984,2112,712,8102,1350,9186,1252,10473,1339,6938,1071,1613,411,2018,604,86,67,369,224,1741,555,1036,407,444,239,2016
"210","17119","Madison County, Illinois",117836,3270,4060,1001,12710,1720,17105,2056,14915,1877,16468,1937,8642,1454,15636,1926,4310,995,6644,1469,11259,1786,5027,1114,1060,445,2016
"211","17143","Peoria County, Illinois",78891,2462,1812,429,11238,1250,16824,2038,18808,2100,13996,1827,4663,1014,6060,1178,794,301,629,262,1908,601,1552,780,607,399,2016
"212","17161","Rock Island County, Illinois",64444,2437,1832,675,8401,1434,12811,1778,14025,1767,9987,1454,5541,1162,6486,1140,1032,435,270,168,1455,533,1557,631,1047,446,2016
"213","17163","St. Clair County, Illinois",118204,3597,2260,748,12064,2150,17782,2815,20533,2356,17210,1971,9040,1488,13799,1805,3858,1016,4278,765,9664,1701,5448,1217,2268,1208,2016
"214","17167","Sangamon County, Illinois",88197,2341,3057,945,10439,1742,16254,1606,23245,2269,14662,1706,5474,1044,7532,1361,554,299,733,452,3096,926,1343,521,1808,727,2016
"215","17179","Tazewell County, Illinois",62327,2016,1703,526,8038,1602,12627,1706,9530,1655,9987,1437,5576,1234,7583,1437,1420,546,1205,499,2424,503,1126,441,1108,541,2016
"216","17183","Vermilion County, Illinois",29027,1505,1005,387,4954,1033,7126,1201,5166,938,3402,625,1385,507,2921,866,378,202,724,289,1112,373,504,381,350,197,2016
"217","17197","Will County, Illinois",325631,5289,6001,1503,25010,2592,35086,3126,31748,2452,37920,3496,21814,2099,45338,2858,11750,1814,16092,1775,38758,3270,39718,2898,16396,2295,2016
"218","17199","Williamson County, Illinois",25607,1753,1253,676,3662,985,3877,889,4758,1079,3884,771,1221,454,3137,882,449,333,461,314,1436,643,1115,583,354,310,2016
"219","17201","Winnebago County, Illinois",124643,3052,3647,1024,13722,1862,24409,2341,26324,2506,20576,2102,8256,1231,11016,1692,1933,656,2646,815,5013,1309,3520,913,3581,871,2016
"220","18003","Allen County, Indiana",166733,4215,3586,1043,15458,1723,31327,2855,33642,3085,34424,2581,14485,2059,15275,1678,3889,1097,2760,644,5624,1170,3320,871,2943,797,2016
"221","18005","Bartholomew County, Indiana",37810,1937,955,407,7239,1270,6924,1284,7731,1504,5401,1163,2278,728,2270,652,844,517,1058,628,1426,516,1315,637,369,216,2016
"222","18019","Clark County, Indiana",50901,2550,1051,414,4494,1150,7965,1433,9471,1603,8133,1431,2955,898,6881,1668,1460,589,2617,886,3869,1274,1508,567,497,281,2016
"223","18035","Delaware County, Indiana",47822,2810,2053,614,6908,1330,10462,1634,9277,1700,5478,1212,2212,733,4557,1257,1269,677,834,486,1571,615,2599,1001,602,366,2016
"224","18039","Elkhart County, Indiana",91327,3459,2815,787,11363,1800,18074,2472,18788,2180,15252,2042,5854,1499,10890,1942,1934,645,1387,618,2638,1062,1604,701,728,334,2016
"225","18043","Floyd County, Indiana",36470,2137,591,327,3741,873,4722,1016,4956,1036,5866,1226,3296,863,6845,1282,1347,550,1631,546,2841,945,450,262,184,163,2016
"226","18053","Grant County, Indiana",25513,1670,1409,596,4956,1241,6245,1248,4554,899,3255,1048,621,338,938,352,217,233,447,284,1347,521,714,369,810,401,2016
"227","18057","Hamilton County, Indiana",154211,3655,2604,896,15257,2109,21315,2759,22637,2769,21601,2838,11209,1755,22948,2948,7750,1735,6709,1454,15506,2099,4956,1161,1719,769,2016
"228","18059","Hancock County, Indiana",35478,1950,1192,676,3720,990,4667,1488,2993,876,4730,1217,2775,810,4619,1065,1323,710,4069,1199,3890,1125,775,575,725,613,2016
"229","18063","Hendricks County, Indiana",77148,3352,1987,916,6387,1510,8696,1665,8169,1776,11708,2161,6111,1475,13445,2426,4839,1366,4499,1444,5987,1778,4053,1370,1267,741,2016
"230","18067","Howard County, Indiana",34620,1851,720,377,6900,1554,8737,1427,7899,1821,3076,715,1679,787,1785,707,369,245,149,125,1601,580,1467,540,238,211,2016
"231","18081","Johnson County, Indiana",73027,2439,1657,701,7760,1503,7949,1994,10643,2292,10119,1899,6477,1518,10629,1987,2913,988,3500,1194,7665,1346,3074,1092,641,429,2016
"232","18085","Kosciusko County, Indiana",36385,1531,1787,510,5091,1190,7510,1271,7071,1287,5580,969,2274,621,2258,623,1027,311,665,401,1772,584,932,382,418,237,2016
"233","18089","Lake County, Indiana",210406,4710,4513,1034,16076,1946,25565,2695,31694,3019,29079,2450,14421,2108,28985,3034,7758,1825,9491,1773,16736,1773,18174,2239,7914,1509,2016
"234","18091","LaPorte County, Indiana",45539,2311,1226,583,7497,1254,9181,1287,6179,1147,5435,1214,1767,704,4966,1216,1758,724,1160,430,3254,731,1850,779,1266,566,2016
"235","18095","Madison County, Indiana",54899,2485,2007,708,6274,1441,8427,1131,8429,1474,5267,1014,1601,472,6698,1269,2144,618,3020,923,6619,1148,3797,945,616,326,2016
"236","18097","Marion County, Indiana",440073,6181,8930,2162,37107,3110,55288,3253,74990,5028,94936,5506,41068,3724,67482,4543,13154,1784,11113,1935,17156,2053,10978,1943,7871,1682,2016
"237","18105","Monroe County, Indiana",69145,3162,1909,729,12394,2452,14842,1970,18360,2611,8813,1829,1922,626,4535,1243,608,388,1070,657,1164,468,2197,814,1331,688,2016
"238","18109","Morgan County, Indiana",32428,1894,520,308,3477,962,4018,914,3010,891,4247,1164,1611,640,5715,1496,1399,529,2037,807,3741,906,2347,854,306,270,2016
"239","18127","Porter County, Indiana",76285,2434,2270,891,7729,1398,12578,1815,8740,1468,11597,1677,3790,990,10270,1514,2106,648,3556,887,6749,1374,4873,1099,2027,703,2016
"240","18141","St. Joseph County, Indiana",115968,3567,3146,908,9149,1244,17794,2092,29634,2970,20920,2048,9000,1584,13736,1985,2642,749,1771,538,4151,1140,2115,891,1910,608,2016
"241","18157","Tippecanoe County, Indiana",86906,3840,1778,650,11328,2141,21104,2356,22151,3006,11585,1867,4632,1195,7205,1681,572,361,991,400,2819,996,1659,612,1082,466,2016
"242","18163","Vanderburgh County, Indiana",86663,2692,3244,1236,11208,1970,15498,2268,17475,2496,14368,1876,6731,1410,8871,1255,1296,675,1953,678,3553,1017,991,483,1475,677,2016
"243","18167","Vigo County, Indiana",46341,2080,1226,495,5584,1159,10436,1446,9190,1329,8839,1320,1381,607,4429,1157,1187,751,1114,396,765,369,1154,428,1036,472,2016
"244","18177","Wayne County, Indiana",28183,1424,1412,447,5766,966,5887,913,4626,894,3012,866,827,311,1726,590,495,260,757,457,1499,588,1602,517,574,269,2016
"245","19013","Black Hawk County, Iowa",67417,2181,4058,1063,12373,1752,17945,2042,14919,1825,10921,1631,1892,812,2452,815,353,220,203,233,881,352,404,247,1016,509,2016
"246","19049","Dallas County, Iowa",41275,1850,1374,826,4771,1395,7262,1443,6557,1387,7028,1551,3637,939,5718,1233,774,352,1186,595,1609,661,592,247,767,511,2016
"247","19061","Dubuque County, Iowa",49748,1468,2686,781,9383,1154,13337,1622,11692,1487,6005,1054,1738,414,2091,505,217,144,329,200,941,380,393,183,936,413,2016
"248","19103","Johnson County, Iowa",76401,2651,2064,653,9596,1567,16291,2160,17381,2094,12699,1820,4838,1144,7726,1654,1619,501,834,466,1685,616,1164,423,504,362,2016
"249","19113","Linn County, Iowa",112462,2699,3749,1211,13150,1910,24739,2280,25586,2863,18602,2268,6956,1355,8910,1328,2356,809,2575,985,2359,701,2115,795,1365,515,2016
"250","19153","Polk County, Iowa",239168,4332,8007,1636,25058,2372,43763,3517,49033,3525,48667,3539,21769,2359,25332,2512,5129,1230,3422,863,5208,1671,2015,610,1765,619,2016
"251","19155","Pottawattamie County, Iowa",45831,1664,1795,489,4666,834,10066,1399,8767,1070,6137,827,3447,911,6035,1272,767,341,1070,447,2080,793,748,273,253,230,2016
"252","19163","Scott County, Iowa",78188,2565,3198,894,10079,1562,14852,2008,16970,1988,13729,1528,6526,1486,6678,1399,1508,671,1855,688,1561,502,586,278,646,283,2016
"253","19169","Story County, Iowa",49297,2284,2026,674,9042,1699,12370,1794,9046,1611,6284,1442,2763,1481,1887,489,710,372,1779,696,2142,696,1063,525,185,131,2016
