"","GEOID","NAME","Minutes_Total_E","Minutes_Total_M","Minutes_Less_than_5_E","Minutes_Less_than_5_M","Minutes_5_to_9_E","Minutes_5_to_9_M","Minutes_10_to_14_E","Minutes_10_to_14_M","Minutes_15_to_19_E","Minutes_15_to_19_M","Minutes_20_to_24_E","Minutes_20_to_24_M","Minutes_25_to_29_E","Minutes_25_to_29_M","Minutes_30_to_34_E","Minutes_30_to_34_M","Minutes_35_to_39_E","Minutes_35_to_39_M","Minutes_40_to_44_E","Minutes_40_to_44_M","Minutes_45_to_59_E","Minutes_45_to_59_M","Minutes_60_to_89_E","Minutes_60_to_89_M","Minutes_90_or_more_E","Minutes_90_or_more_M","year"
"1","01003","Baldwin County, Alabama",80838,4298,862,441,7016,1919,10583,2196,11937,2432,7745,1512,6807,1708,14940,2571,2090,926,4471,1309,7457,1489,5626,2220,1304,553,2016
"2","01015","Calhoun County, Alabama",44684,2614,1241,659,4091,1049,7151,1715,7041,1611,7673,1221,2871,753,6568,1424,1465,783,837,524,2456,679,1754,661,1536,706,2016
"3","01043","Cullman County, Alabama",31438,2266,963,516,4307,1258,5229,1189,4997,1274,3342,1089,1430,551,2344,978,530,313,865,654,3023,913,3140,737,1268,853,2016
"4","01049","DeKalb County, Alabama",28908,1780,1624,878,3421,1419,2843,868,3967,1153,5322,1533,2287,871,4841,1581,897,561,1239,821,1078,563,1017,630,372,316,2016
"5","01051","Elmore County, Alabama",32931,2419,718,391,2584,803,2937,980,5537,1564,4387,1160,4209,1470,5342,1372,1048,710,1106,458,3781,1237,801,508,481,304,2016
"6","01055","Etowah County, Alabama",38604,2284,524,311,4059,1386,7252,1693,7452,1526,5081,1146,2095,641,3526,1034,521,342,838,450,2859,849,2712,941,1685,824,2016
"7","01069","Houston County, Alabama",41999,1348,915,237,5267,789,7281,696,8509,993,8406,804,1703,565,5639,739,634,197,685,218,1814,482,740,213,406,194,2016
"8","01073","Jefferson County, Alabama",293030,5704,3883,1365,23847,2748,39919,3328,53458,3782,50299,3577,28017,2773,47495,3392,9171,1551,8496,1462,18526,2665,6045,1570,3874,1007,2016
"9","01077","Lauderdale County, Alabama",38068,2167,1096,483,3592,914,5751,1169,5892,1195,5979,1057,2158,827,4548,1281,959,723,1490,649,2839,752,2604,944,1160,758,2016
"10","01081","Lee County, Alabama",69690,3179,863,509,7185,1517,13331,2449,12081,1951,9008,2016,4017,1357,10498,1982,1664,858,1524,579,5970,1345,2302,931,1247,680,2016
"11","01083","Limestone County, Alabama",36941,2582,715,624,3000,966,5837,1456,4987,1148,4447,1029,1788,676,7446,1643,1788,766,1400,702,3819,1074,1386,634,328,242,2016
"12","01089","Madison County, Alabama",169241,3881,3281,1461,13704,1773,24981,2636,34439,3421,32337,2763,16269,2051,26973,3332,4798,1267,3027,789,6570,1319,790,387,2072,883,2016
"13","01095","Marshall County, Alabama",36700,2088,1990,930,6980,1546,6692,1642,5613,1382,3389,1223,1321,583,2604,884,491,279,848,328,3328,873,2551,943,893,458,2016
"14","01097","Mobile County, Alabama",165398,4751,3907,1276,10549,2008,21180,2467,29804,2826,29527,3168,11485,1537,31719,2985,3434,1293,3852,916,12503,2063,4843,1098,2595,740,2016
"15","01101","Montgomery County, Alabama",97587,3721,2453,800,9461,1793,16900,2102,23750,2529,16885,2202,5688,1155,11915,2309,1963,628,1292,440,2959,914,2380,1094,1941,918,2016
"16","01103","Morgan County, Alabama",47376,3086,2312,762,5038,1138,9064,1717,6745,1393,5870,1348,1434,458,6333,1409,2074,729,1896,751,4160,1359,1489,788,961,474,2016
"17","01115","St. Clair County, Alabama",37011,1855,1664,895,3307,1242,1415,453,3814,1079,4941,1239,2473,817,6183,1317,2024,968,2730,948,5892,1284,1896,726,672,466,2016
"18","01117","Shelby County, Alabama",98983,3198,1551,644,8423,1930,8671,1565,12116,2097,13289,1814,8028,1355,16507,2245,5553,1424,6230,1273,10087,1569,7533,1569,995,457,2016
"19","01121","Talladega County, Alabama",29907,2475,1470,710,4065,1231,4730,1502,4061,1059,4065,1125,343,302,4381,1177,1109,686,803,400,3178,1171,1096,590,606,362,2016
"20","01125","Tuscaloosa County, Alabama",90848,4193,2461,900,7841,1632,15122,2216,16976,2299,17906,2678,7872,1619,9734,1729,1421,477,2786,793,4380,1145,3616,889,733,386,2016
"21","01127","Walker County, Alabama",21519,1977,875,470,1859,669,3363,1191,2526,760,3290,922,1088,507,2820,874,574,324,444,329,2095,633,1994,774,591,344,2016
"22","02020","Anchorage Municipality, Alaska",151310,3458,5577,1427,21934,2416,32112,2747,36174,2652,28758,2612,6372,1347,9655,1506,1526,575,1448,563,3650,1091,2429,738,1675,817,2016
"23","02090","Fairbanks North Star Borough, Alaska",51370,2972,3148,997,7420,1899,9960,2260,11925,2257,7685,2226,3539,1219,4733,1561,291,195,779,604,809,439,649,374,432,329,2016
"24","02170","Matanuska-Susitna Borough, Alaska",39981,1720,1314,388,4843,1233,5703,934,6685,1126,4345,829,744,301,2819,597,648,326,895,319,4249,943,5828,878,1908,642,2016
"25","04001","Apache County, Arizona",17891,1210,685,263,3081,610,3030,836,1562,583,1189,444,527,338,3442,649,110,78,439,284,1220,335,1462,442,1144,520,2016
"26","04003","Cochise County, Arizona",43313,2934,2319,923,7921,1372,7267,1397,6821,1366,7911,1436,1560,630,3158,865,1132,576,782,493,2128,819,1613,829,701,388,2016
"27","04005","Coconino County, Arizona",58864,2384,3499,1234,13614,1998,11863,1651,12648,1807,6205,1290,1172,480,4275,957,558,328,1258,562,1968,672,1197,401,607,270,2016
"28","04013","Maricopa County, Arizona",1832371,13983,39227,3588,147073,7317,217768,8626,278007,8061,299645,10171,140655,6351,286148,9265,60986,4398,79944,5329,152083,6027,98619,6676,32216,3658,2016
"29","04015","Mohave County, Arizona",65852,3096,3400,1081,11187,2075,15825,2401,11598,2208,5832,1526,2624,1006,4964,1385,1135,575,1489,984,3527,951,2159,769,2112,859,2016
"30","04017","Navajo County, Arizona",30638,1969,4431,1245,7016,1312,5470,1201,4188,969,2026,639,709,339,2347,559,454,294,348,170,1403,731,1224,465,1022,407,2016
"31","04019","Pima County, Arizona",407052,5969,7893,1356,38556,3562,51228,3823,65961,3903,71182,4241,33293,2932,62727,4651,13282,1612,14740,1994,29702,2726,11329,1675,7159,1494,2016
"32","04021","Pinal County, Arizona",136991,4812,5858,1591,12773,2370,16440,2593,14954,2674,15224,2568,5125,1257,16315,2809,5101,1122,6145,1487,19964,2637,15749,2532,3343,899,2016
"33","04025","Yavapai County, Arizona",79088,4872,5071,1548,9663,1671,12812,2314,13032,2423,10786,2034,6519,2167,10011,1963,1463,900,1199,494,3821,1453,2573,855,2138,751,2016
"34","04027","Yuma County, Arizona",76152,2936,2624,926,11377,2133,15727,2500,13772,1894,11096,2102,5254,1497,6909,1638,2425,921,1619,729,1764,814,2454,1389,1131,766,2016
"35","05007","Benton County, Arkansas",118557,3302,3404,808,14133,1841,23866,3048,23219,2403,20969,2240,9377,1913,10538,1491,2680,734,3393,973,4406,1083,1900,834,672,352,2016
"36","05031","Craighead County, Arkansas",44894,2556,2081,883,6421,1176,12058,1953,11471,1705,5461,1316,1786,704,2321,847,594,271,244,201,915,443,1337,561,205,352,2016
"37","05045","Faulkner County, Arkansas",52285,2783,2398,980,7314,1488,8578,1629,8081,1372,6134,1320,1659,815,4216,948,1522,628,3083,1019,6938,1304,2190,669,172,136,2016
"38","05051","Garland County, Arkansas",39657,2456,634,332,6814,1871,8872,1911,8501,1787,4391,1320,1167,548,2605,1003,650,477,837,603,2956,1181,1543,835,687,510,2016
"39","05069","Jefferson County, Arkansas",24061,2174,894,508,2955,1031,5561,1226,6219,1442,2428,740,664,457,820,405,474,292,1053,549,1426,634,1428,571,139,147,2016
"40","05085","Lonoke County, Arkansas",32864,2037,2191,999,2662,834,3488,1035,3966,1190,3660,984,2202,787,4964,1219,1788,602,1097,511,4519,1338,1671,782,656,392,2016
"41","05119","Pulaski County, Arkansas",175184,4609,5240,1485,17053,2223,31637,3487,36000,3898,40585,3806,10307,1636,20805,2248,3055,989,1834,650,4757,1122,1879,703,2032,694,2016
"42","05125","Saline County, Arkansas",56059,2532,759,455,3610,1092,5849,1499,6983,1390,7970,1795,4979,1001,12042,1977,2572,1084,4113,1461,5039,1300,1889,1020,254,250,2016
"43","05131","Sebastian County, Arkansas",54351,2348,2824,1064,5880,1411,13256,1903,10687,1643,7358,1432,3350,912,5877,1447,393,269,606,587,2533,1176,491,394,1096,565,2016
"44","05143","Washington County, Arkansas",102842,3607,3845,1132,12392,1974,19452,3030,19512,2805,13332,1978,7861,1782,11598,2310,2420,913,3718,1347,4591,1243,2939,1021,1182,634,2016
"45","05145","White County, Arkansas",31654,1714,714,347,4870,1048,6919,1767,5237,1471,2133,816,1680,807,2279,761,360,282,1134,709,2852,986,2922,1123,554,376,2016
"46","06001","Alameda County, California",710935,9913,8004,1445,35658,3338,70419,5183,92529,5391,85033,5393,35989,3050,102187,4896,24839,2536,35908,2636,99957,5244,89047,4507,31365,3258,2016
"47","06007","Butte County, California",84854,3525,4963,1553,12699,1807,18835,2288,15262,1954,7969,1553,3908,1068,11966,1989,1461,541,1350,585,2054,574,2511,797,1876,679,2016
"48","06013","Contra Costa County, California",501883,6501,7537,1590,30293,2992,52052,3756,58376,3893,48210,3509,23562,2738,56934,3850,16562,2101,25687,3059,60359,4246,79909,5082,42402,3675,2016
"49","06017","El Dorado County, California",73427,3398,2504,843,6915,1497,11250,1901,11612,1948,8851,1621,3237,881,7633,1661,3126,930,3171,911,5285,1160,6241,1452,3602,1037,2016
"50","06019","Fresno County, California",365322,7003,9051,1898,36983,3107,55649,4513,75962,4472,71097,3791,24660,2854,41606,3398,5036,983,6737,1330,19287,2332,11463,2012,7791,1450,2016
"51","06023","Humboldt County, California",56256,2826,3078,874,13350,2400,11333,1789,8922,1788,7566,1555,2312,848,3954,1035,435,263,901,524,1724,692,1832,835,849,407,2016
"52","06025","Imperial County, California",57206,3407,1029,488,9047,1583,12378,2091,10308,1981,9341,1959,2804,990,5931,1232,664,419,840,547,1592,775,1779,894,1493,621,2016
"53","06029","Kern County, California",320111,7085,7036,1544,31033,3172,59399,4599,66209,4790,53580,4522,22005,3087,34467,3492,4256,955,7904,1747,15925,2214,10365,2061,7932,1955,2016
"54","06031","Kings County, California",54854,2585,2413,899,9282,1639,10745,1917,8882,1862,5263,1186,2803,1177,6585,1369,723,377,2726,887,2680,865,1647,739,1105,518,2016
"55","06033","Lake County, California",17486,2176,716,671,1767,727,2139,856,1329,542,1629,809,1036,845,1725,842,920,556,1249,682,978,643,1626,832,2372,942,2016
"56","06037","Los Angeles County, California",4514268,21810,52345,3552,251417,7995,467394,11985,599560,13333,611867,11890,240300,8328,789926,15142,124273,5283,234691,8456,491472,12515,474544,10984,176479,7180,2016
"57","06039","Madera County, California",53213,3046,2025,951,9738,1882,8683,1568,6139,1489,5071,1289,2259,878,6532,1405,777,430,1320,802,5434,1645,3960,1929,1275,661,2016
"58","06041","Marin County, California",113724,3343,2706,952,9764,1558,13462,1877,14791,2047,11203,2020,5297,1161,12234,1331,2981,1015,7749,1637,14735,2231,14089,2325,4713,1007,2016
"59","06045","Mendocino County, California",32828,1877,2433,754,7070,1351,7813,1466,3914,1032,3237,1082,1083,521,3283,1075,98,146,434,366,922,482,1661,916,880,478,2016
"60","06047","Merced County, California",93717,3384,4832,1076,15102,2053,17942,2514,12953,2285,11100,1832,2836,871,7901,1570,1111,707,2881,881,3930,983,5001,1284,8128,1802,2016
"61","06053","Monterey County, California",182940,4348,2512,730,16344,2384,24158,2536,42460,3948,37563,3475,12667,2108,20050,2624,4348,1232,5757,1360,8052,1540,5107,1369,3922,821,2016
"62","06055","Napa County, California",66829,2555,3233,1072,9807,1598,11169,1534,9856,1597,7635,1323,3128,859,8531,1629,1330,498,2644,789,4031,997,3431,951,2034,541,2016
"63","06057","Nevada County, California",35559,2957,2294,1019,3981,1023,6797,1513,6237,1280,4722,1171,1496,518,4017,1151,245,227,1046,669,1804,643,2365,871,555,379,2016
"64","06059","Orange County, California",1460487,11384,14933,2102,95080,5697,182488,9278,224654,7214,228865,7911,99075,5863,256050,9699,41952,4024,64612,4369,110407,5365,97153,5140,45218,3433,2016
"65","06061","Placer County, California",156901,4310,3505,901,16569,2237,22241,2301,24721,2660,20136,2564,9147,1627,21115,2364,5671,987,5903,954,14142,1608,8900,1658,4851,1213,2016
"66","06065","Riverside County, California",925093,11155,14292,2461,72376,4982,118008,6313,122907,7139,113136,5354,44713,4386,118213,7467,27038,2945,36064,2902,80772,5461,105989,5410,71585,4986,2016
"67","06067","Sacramento County, California",630861,8193,8663,1365,42210,3134,77721,5325,98341,5984,111318,5408,47146,2886,108433,5428,19504,2435,27202,3073,44308,3213,25967,2301,20048,2688,2016
"68","06071","San Bernardino County, California",827016,12268,15256,2184,66611,4505,99061,5749,120322,6480,116907,6739,38752,3513,119548,5951,21033,3384,33118,2870,63182,4640,74783,4897,58443,4891,2016
"69","06073","San Diego County, California",1490686,12544,22833,2712,109921,6869,195204,8502,247810,9489,247912,9882,110161,6084,232770,7915,45297,3322,62281,4661,110155,6193,74642,4344,31700,3147,2016
"70","06075","San Francisco County, California",468278,5824,4050,965,14018,2144,34956,3672,49492,4105,64292,4213,30138,2922,95048,4986,18626,1994,28508,2888,57783,3593,54401,3722,16966,2361,2016
"71","06077","San Joaquin County, California",281185,5906,8287,1707,30331,3030,37670,3893,37881,2720,38373,3450,13041,1755,32756,3597,2235,683,5097,1046,18295,2440,29678,2754,27541,2893,2016
"72","06079","San Luis Obispo County, California",125439,3859,5043,2520,17362,2598,23554,2738,20715,2675,19185,2651,9326,1985,12860,2138,2098,869,3056,1192,4391,1581,3793,1243,4056,1123,2016
"73","06081","San Mateo County, California",385811,5632,4314,1140,28015,3451,42526,3891,52897,3370,52352,3401,22823,2751,62647,3857,14484,1763,22173,2177,42066,2785,34962,3021,6552,1167,2016
"74","06083","Santa Barbara County, California",199218,5659,6756,1241,36903,3016,44347,3170,36696,3123,25320,2728,6377,1733,17128,2376,2516,844,4575,1191,7846,1630,8349,2331,2405,753,2016
"75","06085","Santa Clara County, California",886766,9337,7875,1705,51635,3833,95426,4777,127250,5168,143532,6110,62130,4220,157816,6875,26951,2511,43227,3592,81206,4270,64626,4510,25092,2483,2016
"76","06087","Santa Cruz County, California",122465,3891,4685,1300,14827,2662,18888,2217,18319,2469,16672,2929,4233,1142,11096,2066,3469,1090,4382,960,11730,1637,9371,1587,4793,1332,2016
"77","06089","Shasta County, California",67051,2970,1761,629,9822,1221,17071,2397,15582,2069,8907,1634,3006,894,4559,1064,471,297,470,228,1528,655,1755,779,2119,904,2016
"78","06095","Solano County, California",194883,4593,5153,1342,16375,1898,30087,3317,26979,2904,19707,2181,9335,1731,18942,2112,5321,1380,7050,1528,19521,2326,23860,2783,12553,1991,2016
"79","06097","Sonoma County, California",230506,5312,9874,1587,26828,2927,37676,3143,36685,3285,32536,3076,14432,1959,26142,2641,5128,1288,6974,1576,11932,1744,13639,1871,8660,1442,2016
"80","06099","Stanislaus County, California",206547,5496,7239,1585,25236,2847,32259,4039,29763,3127,26931,2499,10092,1759,23801,3317,6654,1990,6240,1790,14254,2262,8807,1740,15271,2241,2016
"81","06101","Sutter County, California",36857,2201,1355,458,4315,978,6907,1725,7645,1507,3775,758,1098,571,2634,826,322,308,2525,1214,2933,965,1532,574,1816,698,2016
"82","06107","Tulare County, California",164950,4911,5000,1189,21551,2623,35515,3399,24640,2735,24937,3122,6581,1592,19011,2285,3165,1367,4507,1389,10782,2043,6020,1563,3241,1084,2016
"83","06111","Ventura County, California",389131,5757,7786,1657,37256,2967,58082,4094,57430,4449,55731,3776,42601,4122,51299,4070,8753,1560,14986,2430,23973,2622,20359,2126,10875,1806,2016
"84","06113","Yolo County, California",87190,3023,1550,732,11420,1624,16183,2157,13654,1944,11181,1608,5185,1038,12343,1814,2825,1022,2637,994,4610,1137,3174,998,2428,1041,2016
"85","06115","Yuba County, California",28095,2079,895,499,1865,631,2979,731,4869,1448,3475,1083,1180,590,3174,983,1139,624,1734,654,2786,675,2717,922,1282,680,2016
"86","08001","Adams County, Colorado",241358,4823,2318,969,14393,1962,22527,2334,35646,3351,36679,3159,18167,2757,41958,3466,10915,1887,12557,1907,26507,3022,16127,2184,3564,966,2016
"87","08005","Arapahoe County, Colorado",313177,5979,4774,1100,20400,2875,28152,2719,42250,3026,54883,4153,28651,3087,60685,3728,9983,1578,13173,1563,27901,2643,16658,2623,5667,1094,2016
"88","08013","Boulder County, Colorado",147872,4036,5434,1419,17001,2516,24917,2477,26570,2327,21919,2577,10188,1492,17730,1840,3192,796,5991,1198,7496,1473,6210,1073,1224,507,2016
"89","08014","Broomfield County, Colorado",32245,1675,931,411,2150,745,4491,1080,5360,1162,4232,896,2125,675,5666,1061,1037,482,963,419,3559,745,1592,510,139,234,2016
"90","08031","Denver County, Colorado",346403,5869,6118,1556,21818,2365,37447,3563,59966,3869,60936,4136,26450,2501,63423,4639,11123,1901,14819,2019,25590,2521,14400,2035,4313,1217,2016
"91","08035","Douglas County, Colorado",155039,3948,4255,1530,12777,1914,18865,2105,20821,2479,21870,2516,9399,1343,23652,2943,7256,1434,8000,1227,17241,1942,8593,1231,2310,974,2016
"92","08041","El Paso County, Colorado",315022,5618,8535,1727,36800,3048,44134,3518,57325,3319,58914,3702,25749,2469,38517,3495,7896,1435,8280,2058,14653,2127,8899,1345,5320,1193,2016
"93","08059","Jefferson County, Colorado",277938,5477,5787,1246,19905,2175,32908,3113,38549,3062,38127,2606,21339,2165,45721,3302,11139,1591,12741,1583,30506,2663,16441,1759,4775,889,2016
"94","08069","Larimer County, Colorado",161872,4313,6826,1637,20744,2229,27238,2784,26703,2866,25824,2569,12109,1823,15731,1784,2565,615,5249,1178,8403,1494,6557,1154,3923,909,2016
"95","08077","Mesa County, Colorado",62685,3044,1789,907,11227,1769,15343,1896,12347,1873,10888,2442,1917,769,3772,1133,359,231,710,419,1315,538,2199,928,819,422,2016
"96","08101","Pueblo County, Colorado",64966,2525,2000,808,8955,1823,15316,1791,12498,1864,9208,1550,1818,547,4990,1298,1194,469,1675,716,3911,913,1970,742,1431,651,2016
"97","08123","Weld County, Colorado",130344,2995,3023,736,13934,1810,16105,1982,20170,2891,14199,1904,7792,1406,19595,2342,6012,1237,5966,1267,10252,1737,9899,1449,3397,866,2016
"98","09001","Fairfield County, Connecticut",439676,6219,9557,1641,39721,2863,66669,3511,71972,5224,56950,4402,22849,2101,46099,3315,8498,1415,15728,2019,32933,3063,41110,3130,27590,2871,2016
"99","09003","Hartford County, Connecticut",419442,6593,11461,2206,34397,2861,69465,4654,68864,3926,73836,4119,31926,3058,57991,4227,13580,1830,15513,1846,21189,2398,12911,1677,8309,1454,2016
"100","09005","Litchfield County, Connecticut",90843,2546,5112,1284,8807,1441,11733,1322,12080,1683,11171,1425,5530,1504,9848,1578,3742,922,3566,757,9760,1534,6983,1258,2511,800,2016
"101","09007","Middlesex County, Connecticut",82417,3002,2908,1005,8890,1219,9903,1615,11256,1560,10710,1415,6480,1268,11217,1663,2613,1076,4747,1115,8726,1281,2853,640,2114,727,2016
"102","09009","New Haven County, Connecticut",401329,5613,9014,1651,40069,3152,61985,3698,68676,4371,60968,4049,26528,2512,53329,3479,10540,1604,15040,2147,25664,2815,19272,2220,10244,1865,2016
"103","09011","New London County, Connecticut",132960,2857,3897,976,15008,1891,19174,2173,21773,2448,24754,2648,9504,1546,15030,2216,2157,639,4325,1218,7156,1152,6565,1072,3617,1108,2016
"104","09013","Tolland County, Connecticut",71932,2576,2260,777,7196,1523,9498,1796,8141,1463,9999,1688,6617,1501,11199,1867,2940,805,4368,1112,4886,1015,3338,976,1490,675,2016
"105","09015","Windham County, Connecticut",53206,2754,906,447,6052,1410,8600,1309,7393,1475,7687,1612,3356,914,6641,1230,1374,450,1684,661,4830,1011,3445,873,1238,553,2016
"106","10001","Kent County, Delaware",74456,3154,2456,863,6712,1478,12588,1795,11898,1856,9229,1610,4565,1095,8926,1937,1536,860,2601,728,5968,1225,5483,1382,2494,855,2016
"107","10003","New Castle County, Delaware",255460,5428,3985,1091,15468,1940,33268,3418,40644,2861,49513,4251,19402,2241,40240,3463,5935,1393,12382,1992,15993,1621,13553,1909,5077,1090,2016
"108","10005","Sussex County, Delaware",89675,3011,2645,902,7956,1572,11407,1737,12927,2148,13542,1908,6616,1636,17589,2640,2461,756,2308,887,6348,1306,3033,948,2843,892,2016
"109","11001","District of Columbia, District of Columbia",340443,5640,3889,1210,15326,2271,25537,2402,37845,3070,49787,3776,27326,2386,63723,4016,18284,2249,22970,2732,42501,3147,26246,2780,7009,1615,2016
"110","12001","Alachua County, Florida",111197,5191,2432,1146,9898,2207,14886,2305,26552,3011,21062,3173,7641,1913,14789,2698,1587,823,1729,720,5996,1955,2388,962,2237,1309,2016
"111","12005","Bay County, Florida",80662,3030,1191,458,9179,1623,12451,2012,15831,2113,13400,1948,3803,944,14054,1912,1526,838,2281,822,3620,1031,2100,844,1226,666,2016
"112","12009","Brevard County, Florida",222936,6904,4503,1364,18982,2646,30898,3821,38713,3473,37398,3403,16111,2304,32243,4347,6007,1346,10630,2356,13717,1805,9598,1749,4136,1117,2016
"113","12011","Broward County, Florida",893642,10352,10581,2209,48394,4139,96516,6420,115200,7198,155790,7480,61617,4750,170581,9685,25739,3166,41184,3542,86418,6242,61838,5492,19784,2809,2016
"114","12015","Charlotte County, Florida",53732,3019,1227,660,7931,1518,7099,1346,9302,1755,5910,1288,3873,1164,6804,1875,1011,458,1525,591,5110,1571,3239,1044,701,378,2016
"115","12017","Citrus County, Florida",41727,3233,786,617,2688,845,6648,1740,6441,1442,6845,1710,2586,1093,7733,1800,896,569,1987,1292,2695,898,1273,786,1149,716,2016
"116","12019","Clay County, Florida",93125,3543,630,395,3835,1110,7209,1527,7546,2002,13348,2639,6489,1834,13067,2098,3360,1044,9274,2032,12620,2254,11709,2080,4038,1305,2016
"117","12021","Collier County, Florida",139525,4268,2029,816,14370,2665,20697,2823,24917,2841,19661,2593,10477,2746,21995,3963,4216,1286,4639,1365,9516,2051,4521,1565,2487,994,2016
"118","12023","Columbia County, Florida",22553,2154,320,278,2354,859,4453,1410,5376,1349,3162,891,521,373,1411,800,366,235,975,737,2030,730,1102,447,483,451,2016
"119","12031","Duval County, Florida",425848,7349,6776,1696,35377,4531,41309,3581,74423,4622,86729,4467,36058,3506,74348,4885,13551,2724,14719,2518,23884,3472,11768,2565,6906,1598,2016
"120","12033","Escambia County, Florida",128070,4321,2384,924,12058,1845,16016,2138,30926,3644,25858,3230,10355,1922,14789,2332,1501,519,2915,996,5985,1395,3134,1002,2149,689,2016
"121","12035","Flagler County, Florida",36390,2038,274,204,2858,1125,8042,1872,5997,1573,3802,1089,880,424,4836,1291,1290,531,2444,1108,3096,827,2207,1132,664,410,2016
"122","12053","Hernando County, Florida",61406,2868,1079,721,5535,1754,8020,1651,10488,1731,8865,1599,2683,903,7120,1720,887,344,2108,686,4805,997,6560,1328,3256,933,2016
"123","12055","Highlands County, Florida",28611,2399,1972,785,6355,1687,6139,1681,3723,1009,4193,1292,277,289,2743,923,731,581,252,291,750,477,975,650,501,464,2016
"124","12057","Hillsborough County, Florida",619698,7443,10705,2027,42472,3694,76676,5988,83257,5528,100810,6541,37731,3108,101761,5575,24309,2745,30288,3019,64359,4137,35145,3324,12185,2054,2016
"125","12061","Indian River County, Florida",48849,4280,1731,714,6156,2069,9410,1898,9948,2804,8601,2765,1940,929,3464,1234,2636,1224,1262,1130,1316,1072,1034,876,1351,854,2016
"126","12069","Lake County, Florida",125411,5304,3640,1216,11275,2394,11957,2022,18144,3084,17727,3597,8545,2238,15802,2995,6515,2168,7300,1715,14602,2306,7489,1829,2415,952,2016
"127","12071","Lee County, Florida",279307,5570,5908,1389,22201,3658,31719,2880,37314,3654,44646,3483,19694,2580,50336,3853,8045,1761,13442,2278,25757,3262,14233,2528,6012,1919,2016
"128","12073","Leon County, Florida",136697,4421,2655,1014,12541,1749,19870,2568,33867,3391,26355,2877,11870,1964,17492,2307,2961,853,2107,574,3969,1071,2200,769,810,478,2016
"129","12081","Manatee County, Florida",144701,4214,1850,644,12337,1914,21937,3027,23164,3486,21669,2958,10755,2097,23637,3159,4513,1201,4878,1390,9220,1500,7377,2075,3364,992,2016
"130","12083","Marion County, Florida",115481,4619,3059,975,10009,1900,12441,2271,19699,2549,21365,3023,13699,2162,12712,2326,5325,1663,2859,1085,6834,1684,4220,1264,3259,1206,2016
"131","12085","Martin County, Florida",60417,3186,918,536,5668,1317,9584,1790,11975,2012,6344,1215,2002,790,6575,1703,2504,936,2509,861,7853,1548,3927,1363,558,378,2016
"132","12086","Miami-Dade County, Florida",1198826,12307,8546,1456,42906,3775,101771,6993,133757,7174,171907,7916,76837,6104,240038,10142,46591,4095,62185,4794,146573,5744,125704,6876,42011,4267,2016
"133","12087","Monroe County, Florida",40006,1857,2353,708,6933,1325,11101,2395,8122,1675,4100,1204,1038,738,1969,600,336,380,750,337,1711,524,838,394,755,478,2016
"134","12089","Nassau County, Florida",33496,2135,900,506,2369,805,2815,919,3000,944,3337,997,2027,769,5462,1513,1868,731,1422,561,6657,1574,2625,796,1014,739,2016
"135","12091","Okaloosa County, Florida",90949,3226,3099,879,11936,2049,13859,2084,14741,2075,11806,1846,4487,1012,12005,1820,3991,1030,2910,905,7844,1765,3452,1026,819,501,2016
"136","12095","Orange County, Florida",608735,10432,6979,1344,32008,3418,64308,4232,82403,6298,94128,6950,54732,5438,121789,7101,26212,3667,27417,3426,59561,5733,26246,3386,12952,2296,2016
"137","12097","Osceola County, Florida",149183,5959,1103,607,6012,1825,9965,2393,15617,3835,16204,2192,12594,3055,32129,4148,10941,2488,8944,2502,19518,3594,11270,2296,4886,1490,2016
"138","12099","Palm Beach County, Florida",610937,8587,9840,1396,49324,4868,83973,5149,97745,5168,100323,6255,42328,4020,108280,5672,17943,2353,21780,2482,39038,3529,29665,3786,10698,1608,2016
"139","12101","Pasco County, Florida",184551,4677,4337,990,15933,2340,24758,2469,21729,2618,20572,2531,9441,1582,22824,2569,6982,1364,9007,1262,22137,2027,20614,2604,6217,1399,2016
"140","12103","Pinellas County, Florida",400862,7548,7689,1750,36608,2956,59561,4440,68222,3893,68228,3721,25329,2537,53256,3288,11910,1964,18019,2116,29108,3288,16513,2504,6419,1345,2016
"141","12105","Polk County, Florida",259557,5783,4858,1320,17410,2390,39464,3481,52646,4841,41025,4268,12549,1657,33764,3258,8321,1570,9437,1999,22180,3711,12304,1889,5599,1325,2016
"142","12107","Putnam County, Florida",25598,1946,564,373,2244,782,4709,1219,3296,1102,2339,844,1254,584,3375,1116,1414,698,910,691,2367,989,2553,1004,573,353,2016
"143","12109","St. Johns County, Florida",99253,4262,2542,894,5046,1343,11911,2290,12157,2248,15656,2747,5175,1441,15584,2711,6099,1532,7317,2183,10903,2165,4728,1358,2135,880,2016
"144","12111","St. Lucie County, Florida",118879,4812,2572,1305,7077,1931,15469,3679,18459,3345,17932,3230,7711,2140,19384,3529,3123,1274,3686,1161,13039,2793,6493,1870,3934,1617,2016
"145","12113","Santa Rosa County, Florida",68425,3328,1301,766,4271,1314,7525,1604,8252,1970,8612,1875,6645,1679,10879,1968,3526,1589,5522,2098,7458,1737,3011,1326,1423,813,2016
"146","12115","Sarasota County, Florida",147989,6228,1344,615,11488,1928,19754,2119,24764,2599,35443,4380,5949,1065,27685,4525,3563,856,4372,1331,6475,1272,3188,827,3964,1775,2016
"147","12117","Seminole County, Florida",204496,5499,2214,950,13934,2526,23741,3031,32986,3030,28737,2943,17033,2234,32209,3309,7628,1426,7492,1190,22098,2799,12063,2206,4361,1290,2016
